,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1682,usf1754_LCC_L1_MS_B.jpg,1.7989e-13,1.92228e-13,1.91102e-13,1.82498e-13,1.29066e-12,1.39853e-12,1.38877e-12,1.31319e-12,2.59988e-11,2.99014e-11,2.95643e-11,2.6764e-11,0.935683,1.0,0.986003,0.975051
235,usf0158_LMLO_L1_MS_M.jpg,2.38351e-13,2.76076e-13,2.88518e-13,2.70103e-13,1.72448e-12,2.02308e-12,2.13357e-12,2.00241e-12,3.61128e-11,4.44618e-11,4.87736e-11,4.62526e-11,0.623296,0.89438,1.0,0.836586
89,usf0062_LCC_L2_MS_M.jpg,1.78612e-13,2.06167e-13,2.55512e-13,1.99036e-13,1.26106e-12,1.50208e-12,1.93434e-12,1.43592e-12,2.40365e-11,3.2714e-11,4.86184e-11,2.97437e-11,0.456897,0.686386,1.0,0.561792
2234,usf3077_RMLO_L2_CL_M.jpg,2.32111e-13,2.28875e-13,2.42898e-13,2.46835e-13,1.72647e-12,1.72038e-12,1.84475e-12,1.84819e-12,4.13209e-11,4.22792e-11,4.71144e-11,4.44417e-11,0.754646,0.874986,1.0,0.93602
2608,usf4032_RCC_L1_MS_M.jpg,1.5978e-13,1.34452e-13,1.22875e-13,1.53711e-13,1.17993e-12,9.59679e-13,8.6093e-13,1.12645e-12,2.67823e-11,1.90155e-11,1.58562e-11,2.47687e-11,1.0,0.72747,0.599506,0.926253
29,usf0017_LMLO_L1_MS_M.jpg,2.02116e-13,1.25297e-13,1.22896e-13,2.13379e-13,1.56281e-12,8.98087e-13,8.78e-13,1.66589e-12,4.3078e-11,1.9376e-11,1.88166e-11,4.77998e-11,0.883615,0.469038,0.455103,1.0
218,usf0150_LMLO_L2_CL_M.jpg,2.99949e-13,2.76579e-13,3.17685e-13,2.70992e-13,2.17266e-12,1.97154e-12,2.33034e-12,1.92244e-12,4.58039e-11,3.8948e-11,5.19003e-11,3.7245e-11,0.914895,0.832991,1.0,0.775442
2239,usf3079_RCC_L1_CL_M.jpg,2.36302e-13,4.46669e-14,4.4325e-14,2.41169e-13,1.78907e-12,3.31855e-13,3.28834e-13,1.83311e-12,4.49767e-11,7.7066e-12,7.59124e-12,4.68718e-11,0.94378,0.0856695,0.0844069,1.0
1488,usf1632_RCC_L1_CL_M.jpg,2.03218e-13,1.77775e-13,1.3307e-13,1.90277e-13,1.43643e-12,1.22477e-12,8.91167e-13,1.32721e-12,2.73056e-11,2.12756e-11,1.49024e-11,2.39929e-11,1.0,0.815192,0.493292,0.887028
1142,usf1433_RCC_L1_CL_B.jpg,1.90527e-13,1.64569e-13,1.23218e-13,1.86835e-13,1.37669e-12,1.16502e-12,8.40783e-13,1.34488e-12,2.85526e-11,2.29368e-11,1.47778e-11,2.74856e-11,1.0,0.968905,0.617943,0.974042
2392,usf3418_LMLO_L1_CL_B.jpg,2.98139e-13,2.09165e-13,2.76945e-13,2.99636e-13,2.189e-12,1.4475e-12,2.01173e-12,2.20213e-12,4.84666e-11,2.6633e-11,4.32488e-11,4.89501e-11,0.985133,0.622147,1.0,0.99786
1784,usf1805_LCC_L1_MS_B.jpg,2.17239e-13,7.26873e-14,7.10922e-14,1.80107e-13,1.52179e-12,5.1559e-13,5.02163e-13,1.22936e-12,2.7919e-11,1.01083e-11,9.7069e-12,2.07934e-11,1.0,0.264076,0.251498,0.619041
579,usf0374_RCC_L1_MS_B.jpg,3.12487e-13,2.84154e-13,2.53015e-13,2.41248e-13,2.27198e-12,2.07041e-12,1.80354e-12,1.67907e-12,4.83954e-11,4.44006e-11,3.56536e-11,3.12561e-11,0.962606,1.0,0.77108,0.550583
2226,usf3075_RMLO_L3_CL_M.jpg,2.59301e-13,2.23349e-13,2.09982e-13,2.30901e-13,1.97009e-12,1.65134e-12,1.53239e-12,1.71652e-12,5.03817e-11,3.78847e-11,3.31835e-11,4.01623e-11,1.0,0.851986,0.707188,0.805857
3003,mdb270_113.png,4.42493e-10,4.5606e-10,5.37013e-10,5.90814e-10,3.1563e-09,3.27122e-09,3.97841e-09,4.45561e-09,6.25828e-08,6.61346e-08,9.16371e-08,1.10212e-07,0.531449,0.602736,0.828788,1.0
3431,5215722.jpg,1.35028e-10,9.65045e-11,9.41772e-11,1.72921e-10,8.97234e-10,6.32625e-10,5.91163e-10,1.15481e-09,1.54637e-08,1.11987e-08,8.72442e-09,1.97189e-08,0.456164,0.643733,0.587638,1.0
2199,usf3063_RCC_L1_MS_M.jpg,2.50475e-13,2.16533e-13,1.88633e-13,2.57218e-13,1.86514e-12,1.57454e-12,1.33565e-12,1.92686e-12,4.39301e-11,3.40113e-11,2.61464e-11,4.66827e-11,0.870684,0.762916,0.57315,1.0
2584,usf4020_RMLO_L1_MS_B.jpg,1.69764e-13,2.11164e-13,2.04993e-13,1.75763e-13,1.13966e-12,1.47849e-12,1.42634e-12,1.18855e-12,1.81235e-11,2.70898e-11,2.54988e-11,1.94001e-11,0.538917,1.0,0.927684,0.586146
1372,usf1562_LMLO_L1_CL_B.jpg,1.85503e-13,1.74641e-13,1.9602e-13,1.96815e-13,1.30533e-12,1.21441e-12,1.39426e-12,1.40114e-12,2.44327e-11,2.17759e-11,2.7158e-11,2.73939e-11,0.866923,0.781351,0.978958,1.0
291,usf0192_RCC_L1_MS_M.jpg,2.27117e-13,3.28866e-13,3.28908e-13,3.21522e-13,1.52954e-12,2.36888e-12,2.36892e-12,2.30609e-12,2.52457e-11,4.85122e-11,4.84613e-11,4.65624e-11,0.386637,0.984403,1.0,0.924053
2621,usf4039_LCC_L1_MS_B.jpg,1.53409e-13,1.08043e-13,7.29629e-14,1.53231e-13,1.14482e-12,7.59541e-13,4.89232e-13,1.14338e-12,2.70696e-11,1.46587e-11,8.30578e-12,2.70421e-11,0.978276,0.627029,0.345227,1.0
824,usf1144_RCC_L1_MS_M.jpg,1.92023e-13,1.84293e-13,1.67963e-13,1.86664e-13,1.37636e-12,1.31058e-12,1.17268e-12,1.33049e-12,2.76163e-11,2.55441e-11,2.13402e-11,2.61292e-11,1.0,0.966173,0.81466,0.947247
1895,usf1869_LCC_L1_MS_B.jpg,1.94619e-13,1.9096e-13,1.89613e-13,1.96269e-13,1.38652e-12,1.35538e-12,1.34387e-12,1.40077e-12,2.71671e-11,2.6186e-11,2.58147e-11,2.76521e-11,0.970296,0.974729,0.951714,1.0
232,usf0157_LMLO_L1_MS_M.jpg,1.94899e-13,1.30689e-13,2.52252e-13,3.04283e-13,1.31128e-12,8.08392e-13,1.79122e-12,2.23204e-12,2.11829e-11,1.00809e-11,3.53709e-11,4.92823e-11,0.42456,0.218998,0.819757,1.0
1512,usf1647_LMLO_L1_CL_B.jpg,7.47357e-14,1.3615e-13,1.39865e-13,1.20463e-13,5.20433e-13,1.0328e-12,1.06583e-12,8.97887e-13,1.02089e-11,2.62889e-11,2.76035e-11,2.17399e-11,0.20238,0.93269,1.0,0.621622
1010,usf1357_RMLO_L1_MS_B.jpg,1.83237e-13,1.54476e-13,1.39071e-13,1.74176e-13,1.32233e-12,1.07801e-12,9.50986e-13,1.24427e-12,2.72795e-11,1.96154e-11,1.61152e-11,2.46624e-11,1.0,0.764811,0.643558,0.918917
2928,mdb115_37.png,6.2525e-11,7.74823e-11,7.39792e-11,3.58742e-11,4.63783e-10,5.97649e-10,5.67062e-10,2.44282e-10,1.08133e-08,1.63035e-08,1.51665e-08,4.52123e-09,0.580887,1.0,0.862781,0.164048
3054,4150133.jpg,8.65261e-11,8.44976e-11,6.6372e-11,8.97116e-11,6.12705e-10,5.96705e-10,4.52173e-10,6.40311e-10,1.17546e-08,1.13481e-08,7.72995e-09,1.27054e-08,0.914663,0.922348,0.670998,1.0
283,usf0187_LMLO_L1_MS_M.jpg,3.09023e-13,3.15217e-13,2.64621e-13,3.05826e-13,2.22059e-12,2.27585e-12,1.84802e-12,2.19306e-12,4.50353e-11,4.71128e-11,3.39097e-11,4.41148e-11,0.920796,1.0,0.772289,0.92057
363,usf0231_LMLO_L1_CL_B.jpg,3.07065e-13,2.98875e-13,2.66067e-13,3.04503e-13,2.24789e-12,2.17719e-12,1.89616e-12,2.22555e-12,4.91269e-11,4.66431e-11,3.74359e-11,4.83321e-11,1.0,0.97094,0.828582,0.999695
1128,usf1424_RCC_L1_MS_B.jpg,1.47762e-13,1.26886e-13,1.25127e-13,1.62904e-13,1.07845e-12,9.0141e-13,8.85826e-13,1.21277e-12,2.33492e-11,1.78148e-11,1.72251e-11,2.85831e-11,0.815468,0.724608,0.681686,1.0
2810,usf4140_LCC_L1_MS_M.jpg,1.58898e-13,1.54268e-13,1.61112e-13,1.60837e-13,1.1736e-12,1.13307e-12,1.1932e-12,1.19079e-12,2.65831e-11,2.51104e-11,2.73374e-11,2.72514e-11,0.950123,0.921026,1.0,0.964774
2358,usf3391_RCC_L1_MS_B.jpg,2.39256e-13,3.18151e-13,3.23837e-13,2.82001e-13,1.63815e-12,2.29596e-12,2.34516e-12,1.9881e-12,2.82894e-11,4.73727e-11,4.90568e-11,3.76481e-11,0.460183,0.968138,1.0,0.708057
3280,5182421.jpg,8.3049e-11,6.66345e-11,8.64376e-11,9.09698e-11,5.84314e-10,4.50999e-10,6.13634e-10,6.51175e-10,1.10281e-08,7.49451e-09,1.19475e-08,1.30771e-08,0.81938,0.595207,0.965155,1.0
822,usf1143_LCC_L1_MS_M.jpg,1.51646e-13,6.16326e-14,5.86503e-14,1.44793e-13,1.1473e-12,4.79082e-13,4.51993e-13,1.08594e-12,2.87632e-11,1.34961e-11,1.23054e-11,2.62605e-11,1.0,0.392026,0.353488,0.910732
2421,usf3441_RCC_L1_CL_M.jpg,1.92188e-13,2.28163e-13,2.19634e-13,1.83979e-13,1.4434e-12,1.76451e-12,1.68662e-12,1.37198e-12,3.56147e-11,4.8583e-11,4.50612e-11,3.3012e-11,0.622517,1.0,0.908043,0.570076
1390,usf1574_RCC_L1_MS_M.jpg,1.55823e-13,1.63987e-13,1.63363e-13,1.47064e-13,1.14434e-12,1.21681e-12,1.21113e-12,1.06777e-12,2.53826e-11,2.82127e-11,2.79607e-11,2.26202e-11,0.898328,1.0,0.967861,0.796447
47,usf0027_LMLO_L1_MS_M.jpg,2.20902e-13,2.18218e-13,2.63086e-13,2.70157e-13,1.58577e-12,1.56452e-12,1.95334e-12,2.0153e-12,3.22177e-11,3.17376e-11,4.52357e-11,4.75804e-11,0.657593,0.63709,0.930851,1.0
2803,usf4135_RCC_L1_MS_M.jpg,1.20714e-13,1.14438e-13,1.13301e-13,1.35917e-13,9.02181e-13,8.46169e-13,8.36141e-13,1.03833e-12,2.1561e-11,1.93105e-11,1.8931e-11,2.71278e-11,0.744535,0.724787,0.712174,1.0
942,usf1227_LMLO_L1_CL_M.jpg,1.67255e-13,1.69965e-13,1.76693e-13,1.70423e-13,1.2208e-12,1.24457e-12,1.30468e-12,1.24849e-12,2.63678e-11,2.72424e-11,2.96696e-11,2.73666e-11,0.944452,0.971483,0.985581,1.0
2304,usf3356_RCC_L1_MS_B.jpg,2.98024e-13,3.07787e-13,3.10412e-13,3.16097e-13,2.13423e-12,2.21853e-12,2.24108e-12,2.28966e-12,4.27849e-11,4.55648e-11,4.63086e-11,4.79607e-11,0.859506,0.951022,0.961108,1.0
2222,usf3075_RCC_L2_CL_M.jpg,2.91634e-13,2.2865e-13,2.56062e-13,2.52557e-13,2.17003e-12,1.62222e-12,1.86162e-12,1.83235e-12,5.09242e-11,3.1464e-11,4.01648e-11,3.93884e-11,1.0,0.688414,0.896783,0.702223
2690,usf4075_LMLO_L1_MS_B.jpg,1.40617e-13,1.24422e-13,9.90263e-14,1.51299e-13,1.04943e-12,9.08786e-13,7.03869e-13,1.14408e-12,2.50452e-11,2.00357e-11,1.47979e-11,2.87224e-11,0.907748,0.799324,0.62128,1.0
674,usf0411_LCC_L1_CL_B.jpg,1.23614e-13,2.60062e-13,2.87581e-13,1.26812e-13,8.69998e-13,1.90466e-12,2.14588e-12,8.96981e-13,1.63925e-11,4.20274e-11,5.089e-11,1.72446e-11,0.110743,0.775571,1.0,0.118768
2694,usf4078_LCC_L1_MS_B.jpg,1.56817e-13,1.82962e-13,1.5837e-13,1.58691e-13,1.09306e-12,1.31551e-12,1.10623e-12,1.10854e-12,1.97556e-11,2.67828e-11,2.01611e-11,2.01754e-11,0.660671,1.0,0.756389,0.692166
2611,usf4033_LMLO_L1_MS_B.jpg,1.5861e-13,1.29214e-13,1.10507e-13,1.36466e-13,1.18074e-12,9.26331e-13,7.69664e-13,9.86259e-13,2.76734e-11,1.88693e-11,1.41548e-11,2.04808e-11,1.0,0.762216,0.584999,0.746292
787,usf1124_LCC_L1_CL_M.jpg,1.73805e-13,1.79128e-13,1.75585e-13,1.83637e-13,1.24381e-12,1.28936e-12,1.25882e-12,1.32839e-12,2.48444e-11,2.63217e-11,2.52974e-11,2.76626e-11,0.880036,0.954046,0.923586,1.0
2420,usf3440_RMLO_L1_CL_M.jpg,2.58245e-13,2.30723e-13,1.98366e-13,2.26044e-13,1.94378e-12,1.70128e-12,1.4193e-12,1.65947e-12,4.76693e-11,3.84646e-11,2.84167e-11,3.68531e-11,1.0,0.792996,0.545962,0.821615
899,usf1191_LMLO_L1_CL_M.jpg,1.00351e-13,1.53404e-13,1.32531e-13,6.62705e-14,7.04627e-13,1.14457e-12,9.60766e-13,4.42974e-13,1.37771e-11,2.70882e-11,2.01945e-11,7.32618e-12,0.297794,1.0,0.715917,0.107325
3197,5154525.jpg,9.1487e-11,5.98415e-11,5.41497e-11,7.70411e-11,6.3426e-10,3.82189e-10,3.43771e-10,5.16719e-10,1.1379e-08,5.20841e-09,4.71111e-09,8.32484e-09,1.0,0.4527,0.399804,0.712626
1209,usf1470_LCC_L2_MS_B.jpg,1.5228e-13,1.60126e-13,1.57595e-13,6.30428e-14,1.11142e-12,1.17251e-12,1.15254e-12,4.12971e-13,2.47345e-11,2.59502e-11,2.55317e-11,7.237e-12,0.699524,1.0,0.860667,0.078451
671,usf0409_RCC_L1_CL_B.jpg,3.31238e-13,7.3293e-14,7.37284e-14,3.40955e-13,2.34533e-12,5.25448e-13,5.29389e-13,2.43115e-12,4.48861e-11,1.05865e-11,1.07503e-11,4.81424e-11,0.937101,0.116944,0.118228,1.0
2110,usf3021_LMLO_L3_MS_M.jpg,2.54237e-13,2.43512e-13,2.46246e-13,2.58862e-13,1.91968e-12,1.82452e-12,1.8488e-12,1.96138e-12,4.77382e-11,4.39491e-11,4.48981e-11,4.95026e-11,0.991231,0.917986,0.95149,1.0
2326,usf3364_RMLO_L1_CL_B.jpg,2.44736e-13,2.63083e-13,2.44625e-13,2.10949e-13,1.81168e-12,1.96937e-12,1.80558e-12,1.51805e-12,4.20459e-11,4.72158e-11,4.08378e-11,3.15988e-11,0.749343,1.0,0.859801,0.560842
1875,usf1858_RCC_L1_MS_B.jpg,1.55111e-13,1.58423e-13,1.5938e-13,1.53908e-13,1.14099e-12,1.17028e-12,1.17891e-12,1.1305e-12,2.54213e-11,2.65409e-11,2.6903e-11,2.505e-11,0.904652,0.97178,1.0,0.890011
1818,usf1823_RMLO_L1_MS_M.jpg,1.61496e-13,1.69485e-13,7.17636e-14,1.29683e-13,1.1667e-12,1.23676e-12,4.66463e-13,9.00005e-13,2.43533e-11,2.68485e-11,7.5295e-12,1.64414e-11,0.787113,1.0,0.258591,0.528607
3274,5181753.jpg,1.20158e-10,9.96299e-11,4.18994e-11,7.26795e-11,8.21155e-10,6.63621e-10,2.87443e-10,4.75726e-10,1.39332e-08,1.06223e-08,5.29694e-09,7.38468e-09,1.0,0.951172,0.241365,0.380651
807,usf1134_RCC_L1_MS_M.jpg,1.25402e-13,1.29474e-13,1.35479e-13,1.30847e-13,9.42532e-13,9.79219e-13,1.03344e-12,9.91638e-13,2.29791e-11,2.45252e-11,2.68383e-11,2.50595e-11,0.807687,0.906722,1.0,0.860899
1603,usf1711_LMLO_L1_MS_B.jpg,6.61754e-14,2.5026e-13,2.49149e-13,5.72336e-14,3.84325e-13,1.74883e-12,1.74115e-12,3.18877e-13,4.20882e-12,3.21598e-11,3.21705e-11,3.11343e-12,0.0335046,1.0,0.967084,0.0254803
2521,usf3509_LCC_L2_CL_M.jpg,2.27353e-13,3.27334e-13,3.26956e-13,2.13643e-13,1.53229e-12,2.37904e-12,2.37697e-12,1.42064e-12,2.44042e-11,5.06433e-11,5.07735e-11,2.15406e-11,0.489268,1.0,0.993369,0.442021
2332,usf3367_LMLO_L1_CL_B.jpg,3.04137e-13,3.02289e-13,2.91966e-13,2.92686e-13,2.22487e-12,2.20955e-12,2.1195e-12,2.12484e-12,4.84628e-11,4.79681e-11,4.4756e-11,4.48706e-11,1.0,0.998079,0.930939,0.935503
2789,usf4126_RMLO_L1_MS_M.jpg,1.43661e-13,1.44515e-13,1.62536e-13,1.46746e-13,1.03341e-12,1.04072e-12,1.19821e-12,1.06007e-12,2.10598e-11,2.12962e-11,2.69726e-11,2.19674e-11,0.734009,0.776569,1.0,0.768132
2040,usf1949_RCC_L1_CL_B.jpg,1.52709e-13,1.33771e-13,1.67126e-13,1.72733e-13,1.07642e-12,9.18278e-13,1.20249e-12,1.25122e-12,2.03389e-11,1.5761e-11,2.48889e-11,2.66435e-11,0.718509,0.577205,1.0,0.80419
2544,usf4000_LMLO_L1_MS_B.jpg,1.3128e-13,7.26006e-14,1.485e-13,1.45976e-13,9.40807e-13,4.92638e-13,1.09362e-12,1.06654e-12,1.906e-11,8.93383e-12,2.49556e-11,2.31713e-11,0.702374,0.312926,1.0,0.835518
3100,4160425.jpg,5.53095e-11,6.32051e-11,1.02384e-10,7.41941e-11,3.48782e-10,4.14705e-10,7.27249e-10,4.95695e-10,4.68982e-09,6.46593e-09,1.43327e-08,7.94141e-09,0.292359,0.40559,1.0,0.475968
