,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1338,usf1543_LCC_L1_MS_B.jpg,3.96419e-07,4.21737e-07,2.92119e-07,4.34263e-07,-1.19587e-05,-1.19045e-05,-1.20187e-05,-1.18937e-05,0.958119,0.941502,1.0,0.93722,2.04242e-06,2.02651e-06,2.083e-06,2.02059e-06,4.46751e-07,4.79956e-07,3.07546e-07,4.93617e-07,3.49534e-07,3.67738e-07,2.77731e-07,3.79315e-07
410,usf0277_LCC_L1_MS_B.jpg,4.69654e-07,5.46175e-07,4.55306e-07,4.81782e-07,-1.9971e-05,-1.98267e-05,-1.99877e-05,-1.98912e-05,0.991275,0.950827,1.0,0.976266,3.56886e-06,3.51929e-06,3.57603e-06,3.55138e-06,4.69718e-07,5.46542e-07,4.55367e-07,4.81819e-07,4.69594e-07,5.45832e-07,4.55248e-07,4.81748e-07
405,usf0274_LCC_L1_MS_B.jpg,2.85563e-07,1.18898e-06,1.13606e-06,1.17798e-06,-1.31616e-05,-1.30655e-05,-1.31654e-05,-1.30767e-05,0.985157,0.949466,1.0,0.957491,2.26536e-06,2.23453e-06,2.26973e-06,2.24013e-06,2.85752e-07,9.90407e-06,9.88475e-06,9.89933e-06,2.85386e-07,3.19142e-07,2.63204e-07,3.08013e-07
1733,usf1779_RMLO_L1_MS_B.jpg,1.78958e-07,2.07239e-07,1.60795e-07,1.94453e-07,-7.90785e-06,-7.85724e-06,-7.92697e-06,-7.86887e-06,0.975238,0.932456,1.0,0.949289,1.29639e-06,1.27876e-06,1.30551e-06,1.28516e-06,1.80888e-07,2.09939e-07,1.62939e-07,1.97217e-07,1.77976e-07,2.05962e-07,1.59731e-07,1.93156e-07
1674,usf1750_LCC_L1_MS_B.jpg,5.53507e-07,6.05004e-07,4.56887e-07,5.98621e-07,-1.97234e-05,-1.9618e-05,-1.98154e-05,-1.96243e-05,0.968948,0.940185,1.0,0.943953,3.49193e-06,3.45864e-06,3.53551e-06,3.46143e-06,5.78069e-07,6.3883e-07,4.67597e-07,6.3028e-07,5.32219e-07,5.7782e-07,4.48976e-07,5.72371e-07
643,usf0392_RMLO_L1_CL_B.jpg,2.00162e-07,2.14422e-07,1.91627e-07,2.22774e-07,-7.5859e-06,-7.54841e-06,-7.59482e-06,-7.54212e-06,0.988611,0.965588,1.0,0.958116,1.23526e-06,1.22418e-06,1.23947e-06,1.22046e-06,2.02193e-07,2.16751e-07,1.93451e-07,2.26547e-07,1.99236e-07,2.13369e-07,1.90857e-07,2.20493e-07
2433,usf3460_LCC_L1_CL_B.jpg,3.63476e-07,4.43242e-07,3.65926e-07,4.06935e-07,-1.60889e-05,-1.59614e-05,-1.60836e-05,-1.59927e-05,0.998138,0.959408,1.0,0.972741,2.83638e-06,2.78807e-06,2.83515e-06,2.80584e-06,3.76683e-07,4.59683e-07,3.79262e-07,4.2128e-07,3.60819e-07,4.38929e-07,3.63271e-07,4.03669e-07
377,usf0251_RMLO_L1_MS_B.jpg,3.97773e-07,2.21269e-06,2.17106e-06,2.23324e-06,-2.07114e-05,-2.05744e-05,-2.06971e-05,-2.05528e-05,0.995084,0.971548,1.0,0.95423,3.77981e-06,3.74118e-06,3.77654e-06,3.73041e-06,3.97828e-07,2.23818e-05,2.23932e-05,2.23862e-05,3.97723e-07,4.29165e-07,3.82221e-07,4.50697e-07
1884,usf1863_RCC_L1_MS_B.jpg,1.56207e-07,1.66575e-07,1.35469e-07,1.64456e-07,-5.59981e-06,-5.57548e-06,-5.61828e-06,-5.57714e-06,0.967661,0.945367,1.0,0.948298,8.84943e-07,8.7726e-07,8.9531e-07,8.78311e-07,1.56383e-07,1.66821e-07,1.3564e-07,1.64653e-07,1.56113e-07,1.66449e-07,1.35381e-07,1.64349e-07
1160,usf1441_LCC_L1_CL_B.jpg,2.08778e-07,1.53443e-06,1.50206e-06,1.54677e-06,-1.16999e-05,-1.16242e-05,-1.16998e-05,-1.16122e-05,0.986208,0.959825,1.0,0.95106,2.02682e-06,2.00117e-06,2.02514e-06,1.99554e-06,2.08837e-07,1.90128e-05,1.90309e-05,1.90216e-05,2.08722e-07,2.29822e-07,1.92872e-07,2.40924e-07
3139,5110343.jpg,5.11707e-05,0.000102383,6.97791e-05,0.000105571,-0.00035126,-0.000341929,-0.00034968,-0.000340391,1.0,0.882005,0.971184,0.850011,8.0491e-05,7.62593e-05,7.93613e-05,7.55221e-05,0.000249607,0.000646218,0.000426477,0.000660208,2.01222e-05,2.47769e-05,2.21899e-05,2.58843e-05
2878,usf4189_LCC_L1_CL_M.jpg,1.65197e-07,1.76147e-07,1.4452e-07,1.8169e-07,-8.27225e-06,-8.23622e-06,-8.29691e-06,-8.23081e-06,0.974512,0.955217,1.0,0.948713,1.37625e-06,1.36698e-06,1.38659e-06,1.3642e-06,1.65231e-07,1.76217e-07,1.44564e-07,1.81753e-07,1.65164e-07,1.76082e-07,1.44478e-07,1.81631e-07
2794,usf4129_RMLO_L1_MS_M.jpg,2.98239e-07,1.4798e-06,1.37375e-06,1.45343e-06,-1.81288e-05,-1.79934e-05,-1.81523e-05,-1.80235e-05,0.995027,0.96398,1.0,0.972463,3.28895e-06,3.24779e-06,3.30687e-06,3.26118e-06,3.12674e-07,1.32695e-05,1.31843e-05,1.32583e-05,2.85051e-07,3.32642e-07,2.36052e-07,3.06137e-07
2480,usf3490_RMLO_L1_MS_B.jpg,2.85091e-07,2.99979e-07,2.75279e-07,3.2827e-07,-1.14285e-05,-1.13756e-05,-1.14395e-05,-1.13496e-05,0.989452,0.970054,1.0,0.943821,1.92191e-06,1.90831e-06,1.92681e-06,1.89416e-06,2.85668e-07,3.00681e-07,2.75821e-07,3.28926e-07,2.84758e-07,2.99574e-07,2.74964e-07,3.27875e-07
1791,usf1809_LCC_L1_CL_B.jpg,9.95074e-07,3.39543e-06,2.97979e-06,3.45209e-06,-1.98594e-05,-1.9726e-05,-1.99848e-05,-1.96782e-05,0.912512,0.888562,1.0,0.879979,3.43971e-06,3.40092e-06,3.5391e-06,3.3756e-06,1.28514e-06,3.56503e-05,3.5092e-05,3.57257e-05,7.23735e-07,7.44427e-07,5.56176e-07,7.93554e-07
3000,mdb264_110.png,0.000296272,0.000402164,0.000229086,0.000310321,-0.00234866,-0.00220185,-0.00236968,-0.00222717,0.981634,0.811091,1.0,0.843349,0.000676659,0.000618264,0.000696541,0.000634592,0.000352154,0.000553205,0.000242347,0.000358942,0.000245647,0.000277709,0.000216655,0.000265748
2071,usf3002_LMLO_L1_MS_B.jpg,5.3111e-07,5.74524e-07,5.17893e-07,6.25175e-07,-2.42824e-05,-2.41518e-05,-2.42967e-05,-2.41039e-05,0.994499,0.970625,1.0,0.963355,4.47298e-06,4.43739e-06,4.47969e-06,4.41207e-06,5.32574e-07,5.76982e-07,5.19406e-07,6.27834e-07,5.30382e-07,5.72889e-07,5.16832e-07,6.23535e-07
428,usf0284_RCC_L1_MS_B.jpg,5.67983e-07,6.63242e-07,5.73436e-07,6.14859e-07,-2.31793e-05,-2.30091e-05,-2.31768e-05,-2.3056e-05,0.998996,0.957844,1.0,0.973587,4.16388e-06,4.10347e-06,4.16129e-06,4.12717e-06,5.68247e-07,6.65174e-07,5.74129e-07,6.15316e-07,5.67793e-07,6.61494e-07,5.72844e-07,6.14488e-07
636,usf0390_RMLO_L1_MS_B.jpg,6.66937e-07,7.85171e-07,6.8998e-07,7.85551e-07,-2.35424e-05,-2.33861e-05,-2.35572e-05,-2.33975e-05,0.993179,0.961781,1.0,0.959203,4.22684e-06,4.17529e-06,4.23353e-06,4.178e-06,7.19502e-07,9.54416e-07,8.38899e-07,9.67233e-07,6.47761e-07,7.16665e-07,6.28365e-07,7.10276e-07
1457,usf1614_RMLO_L1_CL_M.jpg,2.33669e-07,2.69396e-07,2.07226e-07,2.4889e-07,-9.1606e-06,-9.1008e-06,-9.18928e-06,-9.11945e-06,0.969485,0.925913,1.0,0.947754,1.51762e-06,1.49582e-06,1.53104e-06,1.50607e-06,2.35266e-07,2.7274e-07,2.10092e-07,2.52552e-07,2.32859e-07,2.6779e-07,2.05958e-07,2.47334e-07
2316,usf3362_RCC_L1_CL_B.jpg,1.5543e-07,1.64795e-07,1.51003e-07,1.71889e-07,-6.26424e-06,-6.23609e-06,-6.26736e-06,-6.22999e-06,0.995574,0.975915,1.0,0.968693,1.01426e-06,1.00631e-06,1.01647e-06,1.00278e-06,1.56085e-07,1.6546e-07,1.51633e-07,1.72685e-07,1.55087e-07,1.64437e-07,1.5067e-07,1.71488e-07
248,usf0166_RMLO_L1_MS_M.jpg,4.99316e-07,5.41588e-07,4.84515e-07,5.70063e-07,-2.36842e-05,-2.35589e-05,-2.37024e-05,-2.35294e-05,0.99493,0.972208,1.0,0.96276,4.31622e-06,4.28141e-06,4.32361e-06,4.26739e-06,4.99374e-07,5.41669e-07,4.84541e-07,5.70822e-07,4.99261e-07,5.41513e-07,4.84491e-07,5.69352e-07
1,usf0001_RMLO_L1_MS_M.jpg,3.52303e-07,3.75539e-07,3.44755e-07,4.21285e-07,-1.59508e-05,-1.58731e-05,-1.59609e-05,-1.58266e-05,0.995053,0.971957,1.0,0.942323,2.80933e-06,2.78876e-06,2.8131e-06,2.7659e-06,3.52308e-07,3.75543e-07,3.44774e-07,4.2133e-07,3.52298e-07,3.75534e-07,3.44737e-07,4.21242e-07
2882,usf4195_LCC_L1_CL_B.jpg,1.27904e-07,1.40041e-07,9.82777e-08,1.3281e-07,-7.58548e-06,-7.54996e-06,-7.61833e-06,-7.55829e-06,0.982288,0.961674,1.0,0.96771,1.28661e-06,1.27708e-06,1.30063e-06,1.28063e-06,1.31206e-07,1.43557e-07,9.9221e-08,1.36136e-07,1.2512e-07,1.37092e-07,9.77421e-08,1.3005e-07
547,usf0355_LMLO_L1_CL_B.jpg,4.47418e-07,4.94438e-07,4.12479e-07,4.74422e-07,-1.80768e-05,-1.797e-05,-1.81152e-05,-1.79889e-05,0.981533,0.947177,1.0,0.966068,3.21445e-06,3.18138e-06,3.23218e-06,3.1909e-06,4.56564e-07,5.10004e-07,4.23924e-07,4.85586e-07,4.44753e-07,4.90146e-07,4.09259e-07,4.71208e-07
1564,usf1684_LCC_L1_CL_B.jpg,7.43039e-07,7.84806e-07,5.0986e-07,7.99433e-07,-1.55517e-05,-1.54759e-05,-1.56576e-05,-1.54636e-05,0.940399,0.918186,1.0,0.914568,2.62189e-06,2.59775e-06,2.70589e-06,2.59086e-06,8.72389e-07,9.27647e-07,5.40875e-07,9.43852e-07,6.22585e-07,6.51918e-07,4.80937e-07,6.65421e-07
1682,usf1754_LCC_L1_MS_B.jpg,1.33285e-07,1.51898e-07,1.29718e-07,1.54081e-07,-5.49898e-06,-5.47163e-06,-5.50506e-06,-5.46993e-06,0.981683,0.958076,1.0,0.95494,8.77498e-07,8.67077e-07,8.80618e-07,8.66056e-07,1.34122e-07,1.58462e-07,1.36262e-07,1.60993e-07,1.32743e-07,1.47974e-07,1.25833e-07,1.4999e-07
235,usf0158_LMLO_L1_MS_M.jpg,4.46139e-07,1.61196e-06,1.50398e-06,1.56733e-06,-1.50581e-05,-1.49268e-05,-1.50747e-05,-1.49632e-05,0.975252,0.921495,1.0,0.94824,2.57807e-06,2.52846e-06,2.58744e-06,2.54819e-06,4.69132e-07,1.31851e-05,1.30698e-05,1.31047e-05,4.35279e-07,5.01001e-07,4.01748e-07,4.62675e-07
89,usf0062_LCC_L2_MS_M.jpg,4.77641e-07,5.22205e-07,4.56264e-07,5.14762e-07,-2.02268e-05,-2.01123e-05,-2.02497e-05,-2.01202e-05,0.989128,0.959986,1.0,0.963959,3.57943e-06,3.54573e-06,3.59011e-06,3.54942e-06,4.7859e-07,5.23253e-07,4.57202e-07,5.15713e-07,4.77158e-07,5.21633e-07,4.55803e-07,5.14284e-07
2234,usf3077_RMLO_L2_CL_M.jpg,5.00223e-07,2.53713e-06,2.45323e-06,2.53883e-06,-2.018e-05,-2.00205e-05,-2.01802e-05,-2.00194e-05,0.989599,0.949043,1.0,0.949165,3.60425e-06,3.54997e-06,3.60552e-06,3.54829e-06,5.00996e-07,2.64235e-05,2.64038e-05,2.64165e-05,4.99498e-07,5.62775e-07,4.75449e-07,5.66606e-07
2608,usf4032_RCC_L1_MS_M.jpg,2.34576e-07,2.59244e-07,2.00371e-07,2.50206e-07,-1.15119e-05,-1.14536e-05,-1.15542e-05,-1.14627e-05,0.965707,0.941168,1.0,0.947956,1.95673e-06,1.93973e-06,1.97443e-06,1.9441e-06,2.35158e-07,2.62684e-07,2.03183e-07,2.53062e-07,2.34219e-07,2.56915e-07,1.98414e-07,2.48276e-07
29,usf0017_LMLO_L1_MS_M.jpg,4.07002e-07,4.64992e-07,4.092e-07,4.54251e-07,-2.00029e-05,-1.98754e-05,-2.00023e-05,-1.98879e-05,0.997432,0.972042,1.0,0.977234,3.63829e-06,3.59883e-06,3.63703e-06,3.6042e-06,4.13786e-07,4.77434e-07,4.15552e-07,4.66897e-07,4.03129e-07,4.58656e-07,4.0573e-07,4.47928e-07
218,usf0150_LMLO_L2_CL_M.jpg,4.97999e-07,5.70277e-07,4.63408e-07,5.16469e-07,-1.69432e-05,-1.68204e-05,-1.69805e-05,-1.68691e-05,0.975923,0.926654,1.0,0.95861,2.92921e-06,2.88368e-06,2.9465e-06,2.91046e-06,4.99635e-07,5.72496e-07,4.65019e-07,5.18121e-07,4.97428e-07,5.69352e-07,4.62859e-07,5.15878e-07
2239,usf3079_RCC_L1_CL_M.jpg,1.301e-07,7.27918e-07,7.10818e-07,7.25766e-07,-1.06486e-05,-1.05818e-05,-1.06368e-05,-1.05836e-05,1.0,0.977223,0.996541,0.978648,1.83141e-06,1.813e-06,1.82825e-06,1.81397e-06,1.3022e-07,6.06644e-06,6.06785e-06,6.06127e-06,1.30012e-07,1.45161e-07,1.26012e-07,1.4323e-07
1488,usf1632_RCC_L1_CL_M.jpg,5.01801e-07,7.50889e-07,4.49703e-07,3.68103e-07,-1.02558e-05,-1.01866e-05,-1.02918e-05,-1.02322e-05,0.974624,0.941416,1.0,0.965715,1.7382e-06,1.7161e-06,1.75499e-06,1.73297e-06,2.62936e-06,4.89007e-06,2.31582e-06,1.01838e-06,2.59632e-07,2.85689e-07,2.2577e-07,2.64432e-07
1142,usf1433_RCC_L1_CL_B.jpg,2.83036e-07,3.21903e-07,2.36349e-07,3.10108e-07,-1.01665e-05,-1.01003e-05,-1.02036e-05,-1.01112e-05,0.979173,0.940948,1.0,0.949678,1.73309e-06,1.70913e-06,1.75232e-06,1.71499e-06,2.98909e-07,3.38897e-07,2.39865e-07,3.26978e-07,2.68264e-07,3.06132e-07,2.33143e-07,2.94463e-07
2392,usf3418_LMLO_L1_CL_B.jpg,3.41659e-07,3.83543e-07,3.3974e-07,3.92028e-07,-1.40637e-05,-1.39771e-05,-1.40654e-05,-1.39671e-05,0.993172,0.956228,1.0,0.960068,2.45216e-06,2.4234e-06,2.45308e-06,2.41936e-06,3.48514e-07,3.90716e-07,3.46482e-07,4.00162e-07,3.38318e-07,3.80089e-07,3.3649e-07,3.88068e-07
1784,usf1805_LCC_L1_MS_B.jpg,1.60882e-07,1.15354e-06,1.12764e-06,1.16866e-06,-8.67598e-06,-8.62161e-06,-8.66955e-06,-8.61175e-06,0.998339,0.970612,1.0,0.965597,1.45493e-06,1.43245e-06,1.44926e-06,1.4272e-06,1.70038e-07,1.38912e-05,1.39015e-05,1.3916e-05,1.52788e-07,1.73292e-07,1.48965e-07,1.82371e-07
579,usf0374_RCC_L1_MS_B.jpg,3.75872e-07,1.14089e-06,1.09496e-06,1.14544e-06,-1.49733e-05,-1.48769e-05,-1.49722e-05,-1.48714e-05,0.990834,0.963173,1.0,0.961862,2.63373e-06,2.60475e-06,2.63583e-06,2.60216e-06,5.20187e-07,7.50017e-06,7.45665e-06,7.49832e-06,3.46901e-07,3.72821e-07,3.27611e-07,3.77999e-07
2226,usf3075_RMLO_L3_CL_M.jpg,4.62792e-07,4.86539e-07,4.33475e-07,5.32175e-07,-1.73801e-05,-1.72967e-05,-1.74112e-05,-1.72544e-05,0.980641,0.960591,1.0,0.933285,3.01673e-06,2.99583e-06,3.03159e-06,2.97271e-06,4.6382e-07,4.90077e-07,4.35201e-07,5.34818e-07,4.61896e-07,4.83727e-07,4.32024e-07,5.30208e-07
3003,mdb270_113.png,3.7194e-05,4.11369e-05,3.53452e-05,4.51111e-05,-0.000647659,-0.000629419,-0.000648735,-0.00062679,0.985419,0.910643,1.0,0.882231,0.000160755,0.000155553,0.000161738,0.000153818,3.76048e-05,4.29264e-05,3.59301e-05,4.76701e-05,3.68088e-05,3.94592e-05,3.47969e-05,4.2726e-05
3431,5215722.jpg,0.000128501,0.000199054,0.000108533,0.000213284,-0.000276703,-0.000270965,-0.000281492,-0.000269056,0.939282,0.867748,1.0,0.852667,6.03654e-05,5.84134e-05,6.33791e-05,5.71696e-05,0.000944354,0.00171142,0.00087102,0.00176995,2.2651e-05,2.31274e-05,1.93117e-05,2.3901e-05
2199,usf3063_RCC_L1_MS_M.jpg,6.05399e-07,1.54744e-06,1.44307e-06,1.52016e-06,-2.39285e-05,-2.37397e-05,-2.39266e-05,-2.37647e-05,0.994283,0.949128,1.0,0.959824,4.28454e-06,4.21544e-06,4.27937e-06,4.22789e-06,6.30421e-07,7.49683e-06,7.39004e-06,7.45883e-06,5.95547e-07,6.81953e-07,5.82373e-07,6.57284e-07
2584,usf4020_RMLO_L1_MS_B.jpg,1.24305e-07,1.33814e-07,1.02804e-07,1.35008e-07,-7.39251e-06,-7.3615e-06,-7.42111e-06,-7.36062e-06,0.974247,0.958972,1.0,0.956969,1.24303e-06,1.23487e-06,1.25378e-06,1.23427e-06,1.24385e-07,1.33883e-07,1.0287e-07,1.35087e-07,1.24232e-07,1.33748e-07,1.02746e-07,1.34933e-07
1372,usf1562_LMLO_L1_CL_B.jpg,1.20184e-07,1.24528e-07,1.03766e-07,1.40128e-07,-5.68609e-06,-5.66512e-06,-5.70281e-06,-5.65079e-06,0.976884,0.964891,1.0,0.943085,9.24911e-07,9.20208e-07,9.33136e-07,9.12431e-07,1.2062e-07,1.25248e-07,1.04345e-07,1.40896e-07,1.19952e-07,1.24207e-07,1.03501e-07,1.39741e-07
291,usf0192_RCC_L1_MS_M.jpg,2.40057e-07,2.71103e-07,2.34074e-07,2.48389e-07,-9.28579e-06,-9.22853e-06,-9.29258e-06,-9.24918e-06,0.993854,0.964697,1.0,0.977713,1.56822e-06,1.54767e-06,1.57119e-06,1.55898e-06,2.41035e-07,2.7221e-07,2.34962e-07,2.49313e-07,2.39608e-07,2.70557e-07,2.33654e-07,2.47961e-07
2621,usf4039_LCC_L1_MS_B.jpg,3.68317e-07,4.18262e-07,3.02698e-07,3.91672e-07,-1.44829e-05,-1.43894e-05,-1.45397e-05,-1.44164e-05,0.981776,0.944488,1.0,0.958681,2.54372e-06,2.51204e-06,2.57193e-06,2.52509e-06,3.84277e-07,4.35525e-07,3.04876e-07,4.08141e-07,3.53622e-07,4.02457e-07,3.00919e-07,3.76536e-07
824,usf1144_RCC_L1_MS_M.jpg,1.63044e-07,1.75385e-07,1.43431e-07,1.74289e-07,-6.73255e-06,-6.70233e-06,-6.75309e-06,-6.70312e-06,0.968676,0.94645,1.0,0.947897,1.0925e-06,1.08337e-06,1.10226e-06,1.08394e-06,1.64646e-07,1.77627e-07,1.44738e-07,1.76678e-07,1.6227e-07,1.74359e-07,1.42743e-07,1.73217e-07
1895,usf1869_LCC_L1_MS_B.jpg,5.03023e-08,5.52444e-08,4.34976e-08,5.47936e-08,-3.62002e-06,-3.60505e-06,-3.62753e-06,-3.60555e-06,0.985459,0.970341,1.0,0.971249,5.73921e-07,5.699e-07,5.77318e-07,5.70123e-07,5.05266e-08,5.55243e-08,4.37076e-08,5.50716e-08,5.01466e-08,5.5054e-08,4.33561e-08,5.46107e-08
232,usf0157_LMLO_L1_MS_M.jpg,6.44005e-07,7.11994e-07,6.06144e-07,6.92332e-07,-2.60072e-05,-2.58561e-05,-2.60503e-05,-2.58726e-05,0.984029,0.952615,1.0,0.962314,4.70026e-06,4.65295e-06,4.7202e-06,4.66393e-06,6.49854e-07,7.24847e-07,6.16506e-07,7.11099e-07,6.40027e-07,7.03554e-07,5.99681e-07,6.81197e-07
1512,usf1647_LMLO_L1_CL_B.jpg,4.45627e-07,5.11439e-07,3.8813e-07,4.89274e-07,-1.71709e-05,-1.70564e-05,-1.72163e-05,-1.70765e-05,0.987443,0.95401,1.0,0.959617,3.05858e-06,3.01873e-06,3.08198e-06,3.0291e-06,4.68399e-07,5.39786e-07,3.94899e-07,5.14807e-07,4.24965e-07,4.86413e-07,3.82525e-07,4.66144e-07
1010,usf1357_RMLO_L1_MS_B.jpg,1.6493e-07,1.82176e-07,1.50034e-07,1.79108e-07,-9.60144e-06,-9.55576e-06,-9.62199e-06,-9.55892e-06,0.98401,0.962842,1.0,0.964761,1.62921e-06,1.61614e-06,1.63666e-06,1.61766e-06,1.65022e-07,1.82316e-07,1.50123e-07,1.79217e-07,1.64844e-07,1.82044e-07,1.49951e-07,1.79005e-07
2928,mdb115_37.png,1.39192e-05,1.49802e-05,1.49679e-05,2.30309e-05,-0.000278733,-0.000273593,-0.000277823,-0.000270137,1.0,0.938712,0.973876,0.913769,6.63081e-05,6.47863e-05,6.5977e-05,6.28507e-05,1.53893e-05,1.62989e-05,1.71776e-05,3.27358e-05,1.29006e-05,1.41516e-05,1.34418e-05,1.67767e-05
3054,4150133.jpg,2.35804e-05,3.8413e-05,2.16618e-05,3.63877e-05,-0.000185329,-0.00018114,-0.000186377,-0.00018246,0.95434,0.867402,1.0,0.913793,4.01404e-05,3.83308e-05,4.08131e-05,3.91612e-05,0.000103557,0.00019562,0.000102407,0.000197096,9.93515e-06,1.16306e-05,8.67239e-06,1.02453e-05
283,usf0187_LMLO_L1_MS_M.jpg,3.19654e-07,3.53017e-07,2.84766e-07,3.35776e-07,-1.07486e-05,-1.06859e-05,-1.07809e-05,-1.07001e-05,0.962662,0.926755,1.0,0.941911,1.78918e-06,1.76668e-06,1.80663e-06,1.77529e-06,3.2004e-07,3.53489e-07,2.8522e-07,3.36235e-07,3.19406e-07,3.52699e-07,2.84501e-07,3.35486e-07
363,usf0231_LMLO_L1_CL_B.jpg,2.32934e-07,2.58736e-07,2.15654e-07,2.51001e-07,-8.86586e-06,-8.81459e-06,-8.88234e-06,-8.8211e-06,0.980249,0.94681,1.0,0.954492,1.46746e-06,1.45012e-06,1.47609e-06,1.45388e-06,2.33779e-07,2.60658e-07,2.16436e-07,2.52472e-07,2.32223e-07,2.57189e-07,2.14959e-07,2.49735e-07
1128,usf1424_RCC_L1_MS_B.jpg,2.88378e-07,3.29699e-07,2.69974e-07,3.35449e-07,-1.53028e-05,-1.52117e-05,-1.53264e-05,-1.52049e-05,0.988955,0.956736,1.0,0.952193,2.68885e-06,2.66098e-06,2.69795e-06,2.65825e-06,2.89432e-07,3.31335e-07,2.70662e-07,3.37518e-07,2.87432e-07,3.28272e-07,2.69328e-07,3.33601e-07
2810,usf4140_LCC_L1_MS_M.jpg,3.78897e-08,4.20293e-08,3.49774e-08,4.21944e-08,-3.45018e-06,-3.43613e-06,-3.45345e-06,-3.43588e-06,0.994523,0.980768,1.0,0.980728,5.50028e-07,5.46477e-07,5.51484e-07,5.46393e-07,3.79587e-08,4.21126e-08,3.50456e-08,4.22743e-08,3.78396e-08,4.19678e-08,3.49278e-08,4.21386e-08
