,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
1873,usf1857_RCC_L1_MS_B.jpg,0.0147076,0.0514073,0.0316459,0.00467656,0.0635335,0.00664747,0.00537797,0.00542417,0.111736,0.0157612,0.00788895,0.00104984,0.00968034,0.00800787,0.00511362,0.00974624,0.146894,0.000711255,0.00704817,0.000540069,0.000690804,0.00847977,0.00304878,0.000549916,0.00760793,0.00758748,0.00828813,0.128805,4.24178e-05,0.000758975,0.000630965,0.00785638,0.00976594,0.0064831,0.140164,0.158164,0.0147076,0.0514073,0.0316459,0.00467656,0.0635335,0.00664747,0.00537797,0.00542417,0.111736,0.0157612,0.00788895,0.00104984,0.00968034,0.00800787,0.00511362,0.00974624,0.146894,0.000711255,0.00704817,0.000540069,0.000690804,0.00847977,0.00304878,0.000549916,0.00760793,0.00758748,0.00828813,0.128805,4.24178e-05,0.000758975,0.000630965,0.00785638,0.00976594,0.0064831,0.140164,0.158164,0.0147076,0.0514073,0.0316459,0.00467656,0.0635335,0.00664747,0.00537797,0.00542417,0.111736,0.0157612,0.00788895,0.00104984,0.00968034,0.00800787,0.00511362,0.00974624,0.146894,0.000711255,0.00704817,0.000540069,0.000690804,0.00847977,0.00304878,0.000549916,0.00760793,0.00758748,0.00828813,0.128805,4.24178e-05,0.000758975,0.000630965,0.00785638,0.00976594,0.0064831,0.140164,0.158164
2417,usf3438_LCC_L1_CL_B.jpg,0.020683,0.041464,0.0392,0.006846,0.0623,0.007018,0.006952,0.006633,0.078168,0.006328,0.008247,0.001107,0.008125,0.008428,0.008607,0.008337,0.099098,0.001229,0.01075,0.000917,0.001294,0.009164,0.004876,0.000989,0.01073,0.010789,0.009138,0.104266,2.2e-05,0.000766,0.001313,0.008432,0.011505,0.005459,0.104326,0.282498,0.020683,0.041464,0.0392,0.006846,0.0623,0.007018,0.006952,0.006633,0.078168,0.006328,0.008247,0.001107,0.008125,0.008428,0.008607,0.008337,0.099098,0.001229,0.01075,0.000917,0.001294,0.009164,0.004876,0.000989,0.01073,0.010789,0.009138,0.104266,2.2e-05,0.000766,0.001313,0.008432,0.011505,0.005459,0.104326,0.282498,0.020683,0.041464,0.0392,0.006846,0.0623,0.007018,0.006952,0.006633,0.078168,0.006328,0.008247,0.001107,0.008125,0.008428,0.008607,0.008337,0.099098,0.001229,0.01075,0.000917,0.001294,0.009164,0.004876,0.000989,0.01073,0.010789,0.009138,0.104266,2.2e-05,0.000766,0.001313,0.008432,0.011505,0.005459,0.104326,0.282498
2258,usf3088_LMLO_L1_MS_M.jpg,0.026393,0.051334,0.0478,0.008826,0.07207,0.00926,0.008607,0.008337,0.087963,0.006792,0.010245,0.001415,0.010086,0.010027,0.011076,0.01011,0.113115,0.001744,0.013126,0.001259,0.001769,0.011249,0.006104,0.001257,0.013502,0.013387,0.01115,0.126028,4.5e-05,0.001107,0.00173,0.010357,0.014533,0.007068,0.128007,0.139126,0.026393,0.051334,0.0478,0.008826,0.07207,0.00926,0.008607,0.008337,0.087963,0.006792,0.010245,0.001415,0.010086,0.010027,0.011076,0.01011,0.113115,0.001744,0.013126,0.001259,0.001769,0.011249,0.006104,0.001257,0.013502,0.013387,0.01115,0.126028,4.5e-05,0.001107,0.00173,0.010357,0.014533,0.007068,0.128007,0.139126,0.026393,0.051334,0.0478,0.008826,0.07207,0.00926,0.008607,0.008337,0.087963,0.006792,0.010245,0.001415,0.010086,0.010027,0.011076,0.01011,0.113115,0.001744,0.013126,0.001259,0.001769,0.011249,0.006104,0.001257,0.013502,0.013387,0.01115,0.126028,4.5e-05,0.001107,0.00173,0.010357,0.014533,0.007068,0.128007,0.139126
842,usf1154_LCC_L1_MS_M.jpg,0.0118065,0.029163,0.037361,0.00487956,0.0870072,0.00375852,0.00484926,0.00480078,0.141277,0.00434782,0.00596576,0.000786244,0.00868428,0.0061218,0.00618315,0.0086252,0.17878,0.000373428,0.00794652,0.000469625,0.000366611,0.00761778,0.00358582,0.000439327,0.00864868,0.0089653,0.00757233,0.149258,2.04514e-05,0.000593849,0.000369641,0.00692773,0.0077367,0.00499621,0.112158,0.12408,0.0118065,0.029163,0.037361,0.00487956,0.0870072,0.00375852,0.00484926,0.00480078,0.141277,0.00434782,0.00596576,0.000786244,0.00868428,0.0061218,0.00618315,0.0086252,0.17878,0.000373428,0.00794652,0.000469625,0.000366611,0.00761778,0.00358582,0.000439327,0.00864868,0.0089653,0.00757233,0.149258,2.04514e-05,0.000593849,0.000369641,0.00692773,0.0077367,0.00499621,0.112158,0.12408,0.0118065,0.029163,0.037361,0.00487956,0.0870072,0.00375852,0.00484926,0.00480078,0.141277,0.00434782,0.00596576,0.000786244,0.00868428,0.0061218,0.00618315,0.0086252,0.17878,0.000373428,0.00794652,0.000469625,0.000366611,0.00761778,0.00358582,0.000439327,0.00864868,0.0089653,0.00757233,0.149258,2.04514e-05,0.000593849,0.000369641,0.00692773,0.0077367,0.00499621,0.112158,0.12408
2820,usf4148_RCC_L1_MS_M.jpg,0.0121913,0.0437342,0.030709,0.0043001,0.0614247,0.00515982,0.00442584,0.00445159,0.10436,0.018551,0.00824799,0.00119906,0.00990152,0.00863732,0.00496288,0.0104984,0.150565,0.000615815,0.00736479,0.000510528,0.000496137,0.00762081,0.0028988,0.000543857,0.00723299,0.00728525,0.0077973,0.127716,3.48432e-05,0.0008173,0.000493107,0.00798515,0.0078738,0.00596197,0.137404,0.182549,0.0121913,0.0437342,0.030709,0.0043001,0.0614247,0.00515982,0.00442584,0.00445159,0.10436,0.018551,0.00824799,0.00119906,0.00990152,0.00863732,0.00496288,0.0104984,0.150565,0.000615815,0.00736479,0.000510528,0.000496137,0.00762081,0.0028988,0.000543857,0.00723299,0.00728525,0.0077973,0.127716,3.48432e-05,0.0008173,0.000493107,0.00798515,0.0078738,0.00596197,0.137404,0.182549,0.0121913,0.0437342,0.030709,0.0043001,0.0614247,0.00515982,0.00442584,0.00445159,0.10436,0.018551,0.00824799,0.00119906,0.00990152,0.00863732,0.00496288,0.0104984,0.150565,0.000615815,0.00736479,0.000510528,0.000496137,0.00762081,0.0028988,0.000543857,0.00723299,0.00728525,0.0077973,0.127716,3.48432e-05,0.0008173,0.000493107,0.00798515,0.0078738,0.00596197,0.137404,0.182549
909,usf1204_LMLO_L1_MS_M.jpg,0.0128905,0.0348848,0.0350022,0.00533782,0.0715399,0.00480533,0.00514694,0.00506362,0.10602,0.00715573,0.00753067,0.00110513,0.00986668,0.00737388,0.00636797,0.00949401,0.150723,0.000562793,0.00874488,0.000599151,0.000520375,0.00816997,0.00387744,0.000588547,0.00933267,0.0095031,0.00830707,0.146286,4.09029e-05,0.000810483,0.000512801,0.00808135,0.00876154,0.00616876,0.132171,0.163174,0.0128905,0.0348848,0.0350022,0.00533782,0.0715399,0.00480533,0.00514694,0.00506362,0.10602,0.00715573,0.00753067,0.00110513,0.00986668,0.00737388,0.00636797,0.00949401,0.150723,0.000562793,0.00874488,0.000599151,0.000520375,0.00816997,0.00387744,0.000588547,0.00933267,0.0095031,0.00830707,0.146286,4.09029e-05,0.000810483,0.000512801,0.00808135,0.00876154,0.00616876,0.132171,0.163174,0.0128905,0.0348848,0.0350022,0.00533782,0.0715399,0.00480533,0.00514694,0.00506362,0.10602,0.00715573,0.00753067,0.00110513,0.00986668,0.00737388,0.00636797,0.00949401,0.150723,0.000562793,0.00874488,0.000599151,0.000520375,0.00816997,0.00387744,0.000588547,0.00933267,0.0095031,0.00830707,0.146286,4.09029e-05,0.000810483,0.000512801,0.00808135,0.00876154,0.00616876,0.132171,0.163174
2445,usf3467_LCC_L1_CL_B.jpg,0.029581,0.057562,0.045417,0.009261,0.063936,0.010765,0.008782,0.008647,0.074722,0.00961,0.011388,0.001705,0.009958,0.011575,0.011324,0.010071,0.09475,0.002292,0.014334,0.001499,0.00224,0.011759,0.006256,0.001534,0.014394,0.014372,0.011918,0.112884,9.7e-05,0.001285,0.002312,0.011427,0.016769,0.007888,0.134663,0.159027,0.029581,0.057562,0.045417,0.009261,0.063936,0.010765,0.008782,0.008647,0.074722,0.00961,0.011388,0.001705,0.009958,0.011575,0.011324,0.010071,0.09475,0.002292,0.014334,0.001499,0.00224,0.011759,0.006256,0.001534,0.014394,0.014372,0.011918,0.112884,9.7e-05,0.001285,0.002312,0.011427,0.016769,0.007888,0.134663,0.159027,0.029581,0.057562,0.045417,0.009261,0.063936,0.010765,0.008782,0.008647,0.074722,0.00961,0.011388,0.001705,0.009958,0.011575,0.011324,0.010071,0.09475,0.002292,0.014334,0.001499,0.00224,0.011759,0.006256,0.001534,0.014394,0.014372,0.011918,0.112884,9.7e-05,0.001285,0.002312,0.011427,0.016769,0.007888,0.134663,0.159027
2140,usf3029_LMLO_L5_CL_M.jpg,0.031516,0.058845,0.053373,0.009976,0.07365,0.009923,0.009763,0.009583,0.086265,0.007165,0.011396,0.001443,0.010254,0.011387,0.01183,0.01027,0.105001,0.00176,0.013939,0.001361,0.001945,0.012057,0.006754,0.001349,0.014407,0.014351,0.012277,0.118529,3.7e-05,0.001184,0.001974,0.01088,0.015566,0.006905,0.124663,0.124426,0.031516,0.058845,0.053373,0.009976,0.07365,0.009923,0.009763,0.009583,0.086265,0.007165,0.011396,0.001443,0.010254,0.011387,0.01183,0.01027,0.105001,0.00176,0.013939,0.001361,0.001945,0.012057,0.006754,0.001349,0.014407,0.014351,0.012277,0.118529,3.7e-05,0.001184,0.001974,0.01088,0.015566,0.006905,0.124663,0.124426,0.031516,0.058845,0.053373,0.009976,0.07365,0.009923,0.009763,0.009583,0.086265,0.007165,0.011396,0.001443,0.010254,0.011387,0.01183,0.01027,0.105001,0.00176,0.013939,0.001361,0.001945,0.012057,0.006754,0.001349,0.014407,0.014351,0.012277,0.118529,3.7e-05,0.001184,0.001974,0.01088,0.015566,0.006905,0.124663,0.124426
765,usf1108_LCC_L1_CL_M.jpg,0.0111059,0.0326125,0.033401,0.00449931,0.0785191,0.00414407,0.00458567,0.00457658,0.128447,0.00735949,0.00620512,0.000815027,0.00867595,0.00624678,0.00534843,0.00873503,0.171353,0.000440842,0.00726632,0.000442357,0.000465838,0.00756173,0.00311543,0.000452961,0.00789501,0.00798136,0.00734737,0.147701,3.86305e-05,0.000704438,0.000458264,0.00758521,0.00750416,0.00535525,0.123845,0.14373,0.0111059,0.0326125,0.033401,0.00449931,0.0785191,0.00414407,0.00458567,0.00457658,0.128447,0.00735949,0.00620512,0.000815027,0.00867595,0.00624678,0.00534843,0.00873503,0.171353,0.000440842,0.00726632,0.000442357,0.000465838,0.00756173,0.00311543,0.000452961,0.00789501,0.00798136,0.00734737,0.147701,3.86305e-05,0.000704438,0.000458264,0.00758521,0.00750416,0.00535525,0.123845,0.14373,0.0111059,0.0326125,0.033401,0.00449931,0.0785191,0.00414407,0.00458567,0.00457658,0.128447,0.00735949,0.00620512,0.000815027,0.00867595,0.00624678,0.00534843,0.00873503,0.171353,0.000440842,0.00726632,0.000442357,0.000465838,0.00756173,0.00311543,0.000452961,0.00789501,0.00798136,0.00734737,0.147701,3.86305e-05,0.000704438,0.000458264,0.00758521,0.00750416,0.00535525,0.123845,0.14373
2765,usf4114_LMLO_L1_MS_M.jpg,0.0158703,0.0554522,0.0323049,0.00475306,0.0646629,0.0064369,0.00537418,0.00522496,0.109498,0.0227359,0.00833585,0.00120133,0.00986062,0.00867822,0.00526511,0.0101447,0.145376,0.000649144,0.00716179,0.000502196,0.000683229,0.00800257,0.00294955,0.000521133,0.00764278,0.00756173,0.00813058,0.120635,4.31752e-05,0.000722617,0.000587032,0.00724132,0.00946523,0.00686638,0.138248,0.157734,0.0158703,0.0554522,0.0323049,0.00475306,0.0646629,0.0064369,0.00537418,0.00522496,0.109498,0.0227359,0.00833585,0.00120133,0.00986062,0.00867822,0.00526511,0.0101447,0.145376,0.000649144,0.00716179,0.000502196,0.000683229,0.00800257,0.00294955,0.000521133,0.00764278,0.00756173,0.00813058,0.120635,4.31752e-05,0.000722617,0.000587032,0.00724132,0.00946523,0.00686638,0.138248,0.157734,0.0158703,0.0554522,0.0323049,0.00475306,0.0646629,0.0064369,0.00537418,0.00522496,0.109498,0.0227359,0.00833585,0.00120133,0.00986062,0.00867822,0.00526511,0.0101447,0.145376,0.000649144,0.00716179,0.000502196,0.000683229,0.00800257,0.00294955,0.000521133,0.00764278,0.00756173,0.00813058,0.120635,4.31752e-05,0.000722617,0.000587032,0.00724132,0.00946523,0.00686638,0.138248,0.157734
289,usf0191_LCC_L1_MS_M.jpg,0.022304,0.043767,0.041895,0.007237,0.061699,0.007078,0.007116,0.007011,0.072905,0.005391,0.008571,0.000997,0.008104,0.008398,0.009167,0.007887,0.088201,0.001105,0.010697,0.00093,0.001236,0.008915,0.005106,0.000936,0.011031,0.010984,0.009145,0.096004,2.1e-05,0.000655,0.00122,0.008049,0.011393,0.005136,0.096791,0.308922,0.022304,0.043767,0.041895,0.007237,0.061699,0.007078,0.007116,0.007011,0.072905,0.005391,0.008571,0.000997,0.008104,0.008398,0.009167,0.007887,0.088201,0.001105,0.010697,0.00093,0.001236,0.008915,0.005106,0.000936,0.011031,0.010984,0.009145,0.096004,2.1e-05,0.000655,0.00122,0.008049,0.011393,0.005136,0.096791,0.308922,0.022304,0.043767,0.041895,0.007237,0.061699,0.007078,0.007116,0.007011,0.072905,0.005391,0.008571,0.000997,0.008104,0.008398,0.009167,0.007887,0.088201,0.001105,0.010697,0.00093,0.001236,0.008915,0.005106,0.000936,0.011031,0.010984,0.009145,0.096004,2.1e-05,0.000655,0.00122,0.008049,0.011393,0.005136,0.096791,0.308922
