,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
1507,usf1644_LCC_L1_CL_M.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51492e-06,7.5746e-06,1.74216e-05,9.46826e-05,0.000266626,0.000609756,0.00122103,0.00217543,0.00346614,0.005153,0.00693455,0.00913952,0.0111445,0.0132336,0.0154499,0.0178155,0.0196879,0.0218421,0.0248614,0.0287767,0.0327761,0.03663,0.0392062,0.0427465,0.0446886,0.0461505,0.0453507,0.0450106,0.0446652,0.0459688,0.0449076,0.044394,0.0423958,0.0399636,0.0364255,0.03267,0.0278761,0.0246258,0.0208241,0.0175617,0.0138093,0.0112127,0.00838509,0.00666641,0.00473564,0.00354037,0.00274428,0.00229132,0.00182699,0.00138464,0.0011574,0.000936221,0.000810483,0.000674897,0.000541584,0.000443114,0.000363581,0.000291622,0.000252992,0.000221936,0.000208302,0.000188608,0.000174216,0.000145432,9.92273e-05,6.13543e-05,4.39327e-05,2.04514e-05,1.43917e-05,5.30222e-06,1.51492e-06,7.5746e-07,7.5746e-07,7.5746e-07,0.0,0.0,7.5746e-07,0.0,7.5746e-07,7.5746e-07,7.5746e-07,0.0,7.5746e-07,0.0,7.5746e-07,0.0,0.0,0.0,1.51492e-06,7.5746e-07,0.0,0.0,7.5746e-07,0.0,0.0,0.0,0.0,7.5746e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,usf3073_RCC_L1_MS_M.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1.2e-05,3e-05,9.2e-05,0.000142,0.000174,0.000124,0.000103,0.000113,0.00015,0.000225,0.000307,0.000336,0.000296,0.000261,0.000323,0.000345,0.000373,0.000378,0.000386,0.000382,0.000368,0.000361,0.000408,0.000354,0.000378,0.000389,0.000488,0.000514,0.000592,0.000666,0.000732,0.000832,0.000856,0.00089,0.000928,0.000981,0.000935,0.000841,0.000835,0.000899,0.000921,0.00103,0.001098,0.001077,0.001063,0.00111,0.001008,0.001064,0.00123,0.001266,0.00141,0.001414,0.001489,0.001475,0.001452,0.001527,0.00145,0.001496,0.001528,0.001541,0.001595,0.001474,0.001582,0.001478,0.001609,0.001585,0.001536,0.001537,0.001602,0.00164,0.001683,0.001817,0.001972,0.001969,0.002109,0.002172,0.002239,0.002279,0.00227,0.002376,0.002301,0.002274,0.002324,0.002278,0.002342,0.002432,0.002488,0.002712,0.002897,0.00297,0.003041,0.002997,0.003008,0.002944,0.00305,0.003065,0.003365,0.003559,0.003882,0.00424,0.004652,0.004845,0.005261,0.005496,0.005762,0.005812,0.005865,0.005998,0.005962,0.005902,0.005965,0.00568,0.005646,0.00571,0.006083,0.006504,0.006969,0.007509,0.008112,0.008646,0.009578,0.010311,0.011205,0.012047,0.013059,0.014174,0.015671,0.016809,0.018186,0.018844,0.019217,0.019484,0.019818,0.020418,0.021107,0.021712,0.022798,0.02318,0.02337,0.023275,0.022776,0.023493,0.023468,0.023823,0.023961,0.023573,0.023958,0.023693,0.023403,0.02301,0.021854,0.020473,0.018515,0.015808,0.01362,0.011701,0.009594,0.007779,0.00643,0.00519,0.004314,0.003691,0.003062,0.002507,0.002062,0.001631,0.001003,0.000506,0.000212,6.6e-05,1.8e-05,1e-06,2e-06,0.0,1e-06,4e-06,0.0,1e-06,3e-06,0.0,2e-06,1e-06,2e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,1e-06,0.0,0.0,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,usf0010_RMLO_L1_CL_M.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,2e-06,0.0,3e-06,7e-06,2e-05,3.2e-05,9e-05,0.000127,0.000212,0.000322,0.000471,0.000553,0.000672,0.000643,0.0006,0.000662,0.000711,0.00072,0.000715,0.000777,0.000834,0.000858,0.000828,0.000828,0.000704,0.00062,0.000579,0.000536,0.000507,0.000468,0.000491,0.000459,0.000485,0.000446,0.000444,0.000444,0.000495,0.000651,0.000632,0.000691,0.000689,0.000759,0.000913,0.001387,0.002099,0.003098,0.004639,0.006691,0.009341,0.012565,0.016099,0.019979,0.023298,0.026318,0.028988,0.030541,0.031625,0.033038,0.034492,0.035932,0.036878,0.038047,0.038552,0.038744,0.038854,0.038431,0.037792,0.036889,0.034602,0.032296,0.029157,0.02597,0.023111,0.020546,0.018071,0.016381,0.01483,0.013288,0.01229,0.011486,0.011065,0.010515,0.010012,0.009332,0.008585,0.007942,0.006949,0.00635,0.005905,0.005137,0.004357,0.003313,0.002721,0.002311,0.001948,0.001558,0.001191,0.00094,0.0007,0.00046,0.000318,0.000186,0.000101,4.6e-05,8e-06,0.0,1e-06,0.0,1e-06,0.0,0.0,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,usf3079_RMLO_L1_CL_M.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,5e-06,9e-06,2.8e-05,5.6e-05,7.7e-05,0.000144,0.00017,0.000226,0.000227,0.000247,0.000158,0.000124,0.000137,0.00013,0.000127,0.00011,9.7e-05,0.00012,0.000225,0.000345,0.000543,0.000641,0.000944,0.000996,0.001198,0.001413,0.001936,0.002498,0.003419,0.004313,0.005502,0.006571,0.008075,0.009949,0.011642,0.013455,0.014968,0.016772,0.017967,0.018415,0.019264,0.019725,0.020859,0.021715,0.022168,0.022656,0.022764,0.022903,0.022204,0.021208,0.020104,0.019819,0.018822,0.017913,0.016992,0.016161,0.015517,0.01533,0.014933,0.014349,0.014034,0.013173,0.01234,0.011415,0.011184,0.010615,0.010656,0.010677,0.010605,0.010173,0.010037,0.009898,0.009802,0.009971,0.010273,0.010813,0.011022,0.011409,0.011534,0.011624,0.011769,0.012135,0.012819,0.013665,0.014345,0.015309,0.016206,0.016291,0.016704,0.016791,0.016667,0.015987,0.015032,0.013437,0.011908,0.009406,0.007211,0.005075,0.003546,0.002287,0.001395,0.000794,0.000364,0.000137,4.5e-05,1.4e-05,5e-06,2e-06,1e-06,0.0,1e-06,2e-06,2e-06,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,1e-06,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,usf1750_LMLO_L1_MS_B.jpg,0.000159067,6.7414e-05,4.54476e-05,2.72686e-05,3.56006e-05,2.57537e-05,2.87835e-05,3.33283e-05,4.09029e-05,4.16603e-05,4.69625e-05,5.60521e-05,5.45372e-05,7.80184e-05,7.7261e-05,8.86229e-05,0.000115891,0.000111347,0.000118164,0.000141645,0.000153007,0.000178003,0.00018785,0.000210574,0.000240872,0.000264354,0.000331768,0.000364338,0.000424178,0.000499166,0.000543099,0.000612028,0.000721102,0.000791546,0.000901378,0.00102636,0.00114452,0.00129298,0.00142251,0.0015081,0.0016596,0.0016808,0.00183154,0.00180654,0.00181033,0.00192092,0.00176943,0.00175731,0.00177018,0.00175049,0.00176413,0.00181185,0.00188002,0.00181866,0.00188911,0.00189744,0.00198985,0.00202772,0.00207771,0.002158,0.00213907,0.00212695,0.00218603,0.00228829,0.00226556,0.00244887,0.00244887,0.0025284,0.00269277,0.00289653,0.00318209,0.00345629,0.00387744,0.00388501,0.00406605,0.00415997,0.00441221,0.00442887,0.00461672,0.0046296,0.00442736,0.00463414,0.00460309,0.00448492,0.00464247,0.00468792,0.00492425,0.00505681,0.00511362,0.00518709,0.00539615,0.00551355,0.0056302,0.0057158,0.00602105,0.0067467,0.00721405,0.00741478,0.00763975,0.00738827,0.00764505,0.00799727,0.00800636,0.00788289,0.00834191,0.00859566,0.00910013,0.00914936,0.00957203,0.00997575,0.0104711,0.0103658,0.0103265,0.0104779,0.0107711,0.0109794,0.0109536,0.0110551,0.0117778,0.0122989,0.0128503,0.0134586,0.014188,0.0146152,0.0145637,0.013732,0.0129124,0.0122981,0.0118027,0.0107165,0.010181,0.0096152,0.00972503,0.00941675,0.00929631,0.0086555,0.00866535,0.00836085,0.00817754,0.00812073,0.0088888,0.00966822,0.0114884,0.0125481,0.0147531,0.0163536,0.0183836,0.0194773,0.0200106,0.0199341,0.0208097,0.0206461,0.0201242,0.0184222,0.017308,0.0155007,0.0137025,0.011552,0.00995682,0.00802908,0.0067058,0.00501439,0.0041168,0.00329647,0.00293667,0.00259051,0.00245341,0.00220269,0.00221406,0.00210044,0.00197621,0.00184972,0.00171944,0.00161718,0.00151113,0.00127859,0.00105287,0.000787759,0.000534767,0.000341615,0.000234813,0.000132556,9.24102e-05,6.43841e-05,3.71156e-05,1.66641e-05,8.33206e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,usf1884_LMLO_L1_MS_B.jpg,4.99924e-05,2.04514e-05,1.81791e-05,2.12089e-05,1.43917e-05,7.5746e-06,1.9694e-05,2.57537e-05,3.10559e-05,2.8026e-05,3.93879e-05,4.772e-05,4.46902e-05,5.68095e-05,6.05968e-05,7.27162e-05,9.31676e-05,0.00010453,0.000118164,0.000135585,0.000153764,0.000178003,0.000191637,0.000208302,0.000243902,0.000288592,0.000323436,0.000338585,0.000368126,0.000453719,0.000531737,0.000576427,0.000653688,0.0007158,0.00080821,0.000845326,0.000883199,0.000993031,0.00106423,0.00113771,0.00115513,0.00123618,0.00121194,0.00129904,0.00131192,0.00132631,0.00139221,0.00134449,0.00140585,0.00141797,0.00140585,0.00142706,0.00142706,0.00148008,0.00151492,0.00167247,0.00172852,0.00182548,0.00192622,0.0021065,0.00227011,0.0024625,0.00268065,0.00297455,0.00331389,0.00344114,0.00342372,0.00361687,0.00370247,0.00384335,0.00365929,0.0034169,0.0033707,0.00332222,0.00330556,0.0032086,0.00324269,0.00314952,0.00333586,0.00332449,0.00339948,0.00335176,0.00350931,0.00346614,0.00338282,0.0033154,0.00338585,0.00322527,0.00325405,0.00327829,0.00349947,0.00362445,0.00351007,0.00339797,0.00332298,0.00321693,0.0031927,0.00287153,0.00255794,0.00244205,0.00243524,0.00254961,0.00284881,0.00330934,0.0037714,0.00423951,0.00473564,0.00514619,0.00534691,0.00538251,0.00559233,0.00563475,0.00588547,0.00599909,0.00638463,0.00648159,0.00686562,0.00681336,0.00721784,0.00734964,0.00784047,0.00831767,0.00917891,0.0104514,0.0117452,0.0129776,0.0144584,0.0154643,0.0169504,0.0177018,0.0185388,0.019344,0.0205696,0.0212203,0.0218368,0.0221906,0.0233404,0.0242993,0.0252757,0.0244122,0.024422,0.0241191,0.0244008,0.0231881,0.0228177,0.0216588,0.0209589,0.0202227,0.0188835,0.0174496,0.0166891,0.0154423,0.0142516,0.01277,0.0122012,0.0111945,0.0106613,0.00968413,0.00877972,0.00777912,0.00720572,0.00607408,0.00514619,0.0042342,0.00359642,0.00297152,0.00244811,0.00198076,0.0015278,0.00113998,0.000864262,0.000645356,0.000484017,0.000412058,0.000326465,0.000265869,0.000211331,0.000186335,0.000149977,0.000138615,0.000126496,8.71079e-05,7.04438e-05,4.62051e-05,4.16603e-05,2.8026e-05,3.33283e-05,1.59067e-05,3.7873e-06,7.5746e-07,0.0,7.5746e-07,0.0,7.5746e-07,1.51492e-06,0.0,0.0,0.0,0.0,1.51492e-06,7.5746e-07,0.0,0.0,7.5746e-07,0.0,0.0,0.0,0.0,7.5746e-07,0.0,0.0,0.0,7.5746e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,usf1849_LCC_L1_MS_M.jpg,0.000509771,0.000208302,0.000136343,9.84699e-05,7.65035e-05,7.87759e-05,8.10483e-05,0.000116649,0.000118164,0.000112104,0.000137858,0.000123466,0.000161339,0.00019088,0.000202242,0.000195425,0.000218149,0.000287077,0.000259051,0.000277988,0.000290107,0.000332525,0.000350704,0.000352977,0.000399182,0.000455991,0.000454476,0.000546129,0.000552189,0.000669595,0.000734737,0.000806695,0.000895318,0.00096046,0.00110438,0.00131798,0.00146644,0.00163914,0.00184517,0.00201257,0.0023451,0.00252234,0.0025996,0.00275943,0.00284881,0.00294046,0.00299045,0.00307302,0.00309953,0.00333055,0.00322224,0.00326162,0.00329874,0.00328662,0.00330556,0.003401,0.00341918,0.0035487,0.00363505,0.00376837,0.00392062,0.00406529,0.00437964,0.00471671,0.00504923,0.00505908,0.00533934,0.00534464,0.00546962,0.00553022,0.00540599,0.00533025,0.00538554,0.00545523,0.00543402,0.00521209,0.0051424,0.00492274,0.00464247,0.00423723,0.00391153,0.00400545,0.00406756,0.00423345,0.00459703,0.00495682,0.00564157,0.00594758,0.00633464,0.00653385,0.0067361,0.00670807,0.00681563,0.00664747,0.00658233,0.00632631,0.00619072,0.00578851,0.00615512,0.00669671,0.00775412,0.00878881,0.00989016,0.0107484,0.011368,0.011724,0.0117361,0.0112369,0.0109423,0.0110513,0.0116929,0.0113755,0.011346,0.0112778,0.011499,0.0116149,0.0120906,0.0126678,0.0137343,0.0151166,0.0167414,0.0180972,0.0207112,0.0232366,0.0259627,0.0273776,0.0291986,0.0294531,0.0294069,0.0274579,0.0260097,0.0246515,0.0237017,0.0223049,0.0201954,0.0177329,0.0160127,0.0136767,0.0115058,0.00912513,0.00763823,0.00628162,0.0054416,0.00430465,0.00347447,0.00281775,0.00230344,0.0019141,0.00164369,0.00128465,0.000996818,0.000751401,0.000555218,0.000405999,0.000306014,0.000250719,0.000170429,0.000168914,0.000151492,0.000108317,9.69549e-05,6.13543e-05,5.30222e-05,4.62051e-05,4.24178e-05,2.87835e-05,1.89365e-05,1.59067e-05,1.66641e-05,1.59067e-05,1.28768e-05,1.06044e-05,1.36343e-05,9.08953e-06,6.05968e-06,3.02984e-06,3.7873e-06,5.30222e-06,7.5746e-07,0.0,7.5746e-07,0.0,0.0,0.0,0.0,0.0,7.5746e-07,0.0,0.0,0.0,0.0,0.0,7.5746e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,usf1471_RCC_L1_MS_B.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33206e-06,3.10559e-05,5.30222e-05,8.5593e-05,0.000109074,0.000122709,0.000127253,0.000201484,0.000298439,0.000392364,0.000437812,0.000450689,0.000464323,0.000557491,0.000595364,0.000660505,0.000677927,0.000674897,0.000717315,0.000723375,0.000749128,0.000796091,0.000749886,0.000783972,0.0007158,0.000865777,0.000890773,0.000897591,0.00102636,0.00129829,0.00154825,0.00181563,0.00234358,0.00266475,0.00321239,0.00360703,0.00428495,0.0046296,0.00526283,0.00594834,0.00705347,0.00827223,0.0099856,0.0107529,0.0110695,0.0118762,0.0140039,0.0167482,0.0218293,0.0267868,0.0339577,0.0387782,0.0458385,0.0480177,0.0476306,0.0453961,0.0435153,0.0421845,0.0424867,0.0418285,0.0423398,0.0393175,0.0368845,0.0326375,0.0277344,0.0232722,0.0204923,0.0178268,0.0164483,0.0141683,0.0129427,0.0119732,0.0115649,0.0108855,0.0102962,0.00915467,0.0081177,0.00681411,0.00594152,0.004975,0.00408574,0.00314573,0.00251628,0.00188759,0.00150356,0.00122557,0.000899106,0.000640054,0.000369641,0.000198455,0.000111347,6.89289e-05,4.24178e-05,1.74216e-05,3.02984e-06,7.5746e-07,0.0,1.51492e-06,7.5746e-07,1.51492e-06,0.0,7.5746e-07,7.5746e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,usf3488_RMLO_L1_MS_B.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,1.5e-05,1.9e-05,3.1e-05,3.1e-05,1.8e-05,4.4e-05,6.1e-05,7.2e-05,0.000112,0.000128,0.000145,0.000221,0.000227,0.000223,0.000208,0.000175,0.00018,0.000215,0.000235,0.000284,0.000207,0.000223,0.000222,0.000312,0.000307,0.000315,0.000279,0.000222,0.000177,0.000155,0.000152,0.000188,0.000233,0.000209,0.000252,0.000286,0.000358,0.000438,0.000464,0.000548,0.00061,0.00079,0.001063,0.00131,0.00174,0.002284,0.00293,0.003955,0.005666,0.007935,0.010058,0.013003,0.015874,0.018823,0.022281,0.02571,0.028711,0.030761,0.032027,0.032839,0.033717,0.034269,0.034766,0.035512,0.03523,0.034652,0.033882,0.032603,0.031515,0.029797,0.028124,0.026951,0.025769,0.024774,0.023575,0.023063,0.021858,0.020229,0.018843,0.017008,0.015276,0.013615,0.01224,0.010654,0.009074,0.007813,0.00662,0.005566,0.004874,0.004243,0.003892,0.003521,0.003185,0.002981,0.00272,0.002571,0.002591,0.002628,0.002654,0.002671,0.002556,0.0026,0.002697,0.002842,0.003001,0.003009,0.003484,0.003521,0.00359,0.003631,0.003681,0.003559,0.003202,0.002657,0.001886,0.00112,0.000622,0.000197,4.9e-05,2e-06,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,usf1667_RMLO_L1_CL_M.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5746e-07,1.51492e-06,8.33206e-06,3.40857e-05,0.000118164,0.000370398,0.000883956,0.0020406,0.00375928,0.00608089,0.0089903,0.0120406,0.0159983,0.0198296,0.0234199,0.026096,0.0285229,0.029347,0.0296356,0.028401,0.0287797,0.0282101,0.0285699,0.0267717,0.0258211,0.0235707,0.0232646,0.0221572,0.0211506,0.0187585,0.0174943,0.0157521,0.0143849,0.0131094,0.012439,0.0120497,0.0129624,0.0128958,0.0133396,0.013042,0.0138577,0.0138653,0.0139403,0.0138176,0.0146091,0.0147985,0.0141774,0.0127079,0.0118633,0.0112309,0.0111294,0.010709,0.0106355,0.0102886,0.0102999,0.00967353,0.00942129,0.0087676,0.00856763,0.00820557,0.00781926,0.00682926,0.00623996,0.00568929,0.00539766,0.00519542,0.0054772,0.00566959,0.0061271,0.00606196,0.00634449,0.00624299,0.00683608,0.00740796,0.00793288,0.00786244,0.00783669,0.00700045,0.00566202,0.00465384,0.00407665,0.00342296,0.00278897,0.00205348,0.00149371,0.00101954,0.000845326,0.000713528,0.000644599,0.000548401,0.000509771,0.000337827,0.000267384,0.000159824,9.31676e-05,4.24178e-05,2.19664e-05,5.30222e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
