,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2417,usf3438_LCC_L1_CL_B.jpg,6.62362e-17,3.16224e-19,-9.2524e-17,2.17028e-13,0,0,0,0.0,5.44328e-15,3.26591e-16,6.49283e-14,6.55391e-11,5.01692e-08,1.21287e-11,2.7169e-06,1
2258,usf3088_LMLO_L1_MS_M.jpg,-3.33305e-17,4.32384e-20,-6.73564e-17,1.21287e-13,0,0,0,0.0,3.44245e-15,1.76509e-16,6.72689e-15,4.32517e-11,4.66028e-08,2.66172e-12,4.62319e-10,1
842,usf1154_LCC_L1_MS_M.jpg,4.6737100000000005e-18,1.0016200000000001e-19,-2.14014e-18,8.0696e-14,0,0,0,6.79676e-13,4.93729e-16,4.10056e-17,3.0395e-16,2.77476e-11,9.06487e-09,4.93777e-12,1.73367e-09,1
2820,usf4148_RCC_L1_MS_M.jpg,4.98373e-17,2.00203e-19,-2.76074e-17,1.23496e-13,0,0,0,0.0,3.25841e-15,1.16175e-16,1.20109e-15,3.09104e-11,3.12145e-07,5.1495e-12,1.58674e-07,1
909,usf1204_LMLO_L1_MS_M.jpg,2.15834e-19,3.7483099999999997e-20,-5.8641500000000005e-18,1.01078e-13,0,0,0,8.23125e-13,4.95405e-16,6.02972e-17,2.61288e-16,2.86225e-11,1.08375e-11,2.65155e-12,1.05393e-08,1
2445,usf3467_LCC_L1_CL_B.jpg,1.15032e-16,5.83693e-19,-5.51415e-17,1.97644e-13,0,0,0,0.0,8.62495e-15,4.42408e-16,3.91311e-15,4.77473e-11,2.92737e-07,4.45382e-12,2.266e-10,1
2140,usf3029_LMLO_L5_CL_M.jpg,4.57924e-17,3.58212e-19,-4.4526e-17,1.42322e-13,0,0,0,0.0,4.21806e-15,2.7815e-16,3.63618e-15,4.55319e-11,6.5218e-08,2.34476e-12,2.93256e-10,1
765,usf1108_LCC_L1_CL_M.jpg,-1.96531e-17,-3.5231499999999994e-20,-1.11824e-17,1.01778e-13,0,0,0,8.3479e-13,1.39774e-15,5.94598e-17,5.89088e-16,3.03861e-11,6.65768e-08,7.43972e-12,4.29946e-08,1
2765,usf4114_LMLO_L1_MS_M.jpg,-5.302180000000001e-18,-1.86565e-19,2.46867e-17,8.6106e-14,0,0,0,7.01927e-13,5.68673e-15,1.12262e-16,1.49585e-15,2.59956e-11,4.07418e-08,7.18485e-12,2.24607e-07,1
289,usf0191_LCC_L1_MS_M.jpg,5.47354e-17,1.4285500000000002e-18,5.67458e-17,2.74107e-13,0,0,0,0.0,4.28277e-15,4.72329e-16,5.85961e-14,7.9684e-11,2.80991e-08,1.51643e-11,1.50022e-06,1
949,usf1234_RMLO_L1_MS_M.jpg,1.09421e-18,2.04565e-19,1.8550100000000003e-18,8.37832e-14,0,0,0,6.98359e-13,2.43474e-16,3.74699e-17,1.73815e-16,2.70951e-11,1.83818e-10,5.08902e-12,2.83281e-09,1
326,usf0213_RCC_L1_CL_M.jpg,-2.44521e-18,-7.71331e-19,6.638850000000001e-18,1.81104e-13,0,0,0,0.0,2.73568e-15,4.74903e-16,2.43899e-15,4.90141e-11,2.03743e-10,2.24907e-11,3.46294e-10,1
1102,usf1410_LMLO_L1_MS_B.jpg,-1.4885600000000002e-18,1.90384e-19,-2.4490400000000003e-18,7.98016e-14,0,0,0,6.74875e-13,1.75508e-16,2.68143e-17,1.23193e-16,2.80615e-11,2.25574e-10,1.57205e-11,2.32707e-09,1
2349,usf3379_RMLO_L1_MS_M.jpg,7.40131e-18,2.6969599999999998e-20,-3.3711500000000004e-18,1.52999e-13,0,0,0,0.0,1.52358e-15,2.23666e-16,1.52803e-15,4.77789e-11,6.55975e-09,3.85363e-13,3.91469e-11,1
1558,usf1681_RCC_L1_MS_B.jpg,1.65745e-17,-1.0227400000000001e-19,5.514090000000001e-18,9.21008e-14,0,0,0,7.54287e-13,1.22427e-15,5.77785e-17,4.95594e-16,2.71384e-11,1.58449e-08,3.43517e-12,1.25303e-08,1
286,usf0189_RMLO_L3_MS_M.jpg,-2.26326e-17,1.93199e-19,-1.55166e-16,1.28247e-13,0,0,0,0.0,1.4776e-15,1.07173e-16,1.47077e-14,4.8542e-11,3.85721e-08,4.25193e-12,1.41293e-07,1
3275,5181830.jpg,-3.79566e-13,-3.44303e-15,-4.22234e-13,6.28933e-11,0,0,0,0.0,3.48075e-11,2.4884e-13,4.47659e-11,1.31012e-08,2.77158e-05,1.74025e-09,3.83961e-06,1
2745,usf4104_RMLO_L1_MS_M.jpg,5.51262e-17,-2.0853200000000001e-19,-6.40237e-17,1.25404e-13,0,0,0,1.00711e-12,4.19314e-15,1.397e-16,9.55273e-15,3.46789e-11,4.02068e-07,7.48191e-12,2.34019e-07,1
2086,usf3010_RMLO_L2_MS_M.jpg,-9.73719e-17,-1.84692e-19,7.358750000000001e-18,1.75377e-13,0,0,0,0.0,9.91167e-15,5.13298e-16,2.23454e-15,5.07532e-11,2.9871e-07,1.43181e-11,1.92367e-10,1
1286,usf1512_LMLO_L1_MS_B.jpg,1.07152e-17,-1.65827e-20,-1.55216e-17,1.03764e-13,0,0,0,8.47648e-13,9.51286e-16,7.70914e-17,7.43303e-16,3.01803e-11,1.36457e-08,1.21775e-11,7.25595e-08,1
2470,usf3485_RMLO_L1_CL_B.jpg,4.817e-17,3.07345e-19,1.69754e-17,1.48705e-13,0,0,0,0.0,4.12504e-15,2.16065e-16,2.15107e-15,5.02679e-11,1.53643e-07,6.27568e-12,2.12979e-10,1
2376,usf3400_LMLO_L1_CL_B.jpg,2.24931e-17,-1.4262499999999998e-20,3.91325e-17,1.58758e-13,0,0,0,0.0,1.64631e-15,1.93213e-16,2.46948e-15,5.47229e-11,1.98785e-08,1.67039e-12,1.35588e-10,1
1762,usf1793_LMLO_L1_MS_B.jpg,7.99416e-17,3.2162300000000003e-19,-1.08897e-16,1.8689e-13,0,0,0,0.0,5.40264e-14,1.82757e-15,8.43253e-15,5.29887e-11,2.33462e-07,1.19744e-11,1.18806e-06,1
798,usf1128_RMLO_L1_MS_M.jpg,2.25734e-18,1.84036e-20,2.7759600000000004e-18,8.7295e-14,0,0,0,7.22407e-13,2.96201e-16,4.22605e-17,2.03194e-16,2.70792e-11,8.59388e-10,4.63982e-13,4.03413e-09,1
806,usf1133_RMLO_L1_CL_M.jpg,-2.27766e-17,-5.47925e-19,8.9358e-18,9.23744e-14,0,0,0,7.52535e-13,1.78153e-15,6.61442e-17,4.93688e-16,2.67525e-11,4.48689e-08,1.3485e-11,2.65157e-08,1
2456,usf3475_LMLO_L1_MS_M.jpg,4.49965e-17,-7.707049999999999e-20,-2.34468e-17,1.30992e-13,0,0,0,0.0,3.81452e-15,1.66295e-16,2.01599e-15,4.63292e-11,6.91069e-08,2.76014e-12,1.78354e-10,1
3070,4152400.jpg,-1.54878e-13,-1.23299e-15,-2.48505e-13,4.33972e-11,0,0,0,0.0,1.04599e-11,6.31548e-14,3.01967e-11,1.09047e-08,6.45807e-06,4.81772e-10,4.66009e-07,1
257,usf0171_RMLO_L1_CL_M.jpg,5.82726e-17,-1.2502e-18,3.1805e-17,1.78861e-13,0,0,0,0.0,5.2627e-15,3.31677e-16,2.75102e-15,5.18948e-11,1.60634e-07,8.55246e-11,1.79516e-10,1
1842,usf1838_LMLO_L1_MS_B.jpg,-6.45748e-18,1.53939e-19,2.93472e-18,7.46277e-14,0,0,0,6.33057e-13,3.32679e-16,2.76691e-17,1.8558e-16,2.68235e-11,1.08334e-08,3.56704e-12,5.04188e-09,1
491,usf0317_RCC_L1_MS_B.jpg,1.15089e-17,-1.15225e-19,7.12044e-17,1.94974e-13,0,0,0,0.0,2.41158e-15,4.33858e-16,4.96271e-15,5.2997e-11,1.01366e-08,1.7133e-11,4.30631e-10,1
44,usf0026_LCC_L1_CL_M.jpg,4.46417e-17,-1.8309e-19,-6.08721e-17,1.17632e-13,0,0,0,0.0,4.33856e-15,1.38325e-16,5.72301e-15,4.30958e-11,8.77529e-08,7.00983e-12,6.06512e-10,1
2322,usf3364_LCC_L3_CL_B.jpg,8.18287e-18,-6.5261e-20,1.74406e-18,1.54147e-13,0,0,0,0.0,1.91947e-15,1.86646e-16,1.48326e-15,5.05845e-11,1.95637e-09,8.29623e-13,1.52822e-10,1
201,usf0142_LCC_L1_MS_M.jpg,5.33719e-17,-2.67927e-19,-6.179e-17,1.24242e-13,0,0,0,0.0,4.67429e-15,1.39465e-16,5.39293e-15,4.36112e-11,1.57137e-07,5.87413e-12,4.81293e-10,1
2691,usf4076_LCC_L1_MS_B.jpg,-8.150220000000001e-18,-6.213889999999999e-20,5.1861300000000005e-18,8.46555e-14,0,0,0,7.02294e-13,1.0908e-15,5.01662e-17,4.64754e-16,2.68339e-11,4.71469e-09,8.16091e-13,1.22637e-08,1
2160,usf3038_LCC_L1_MS_M.jpg,-7.18478e-17,-1.05329e-19,-1.5832e-16,1.6089e-13,0,0,0,0.0,6.13977e-15,5.00136e-16,1.63024e-14,4.18109e-11,1.96562e-07,1.2089e-11,1.9934e-09,1
114,usf0077_RMLO_L1_MS_M.jpg,1.50535e-17,-4.1289000000000005e-19,-1.95588e-16,1.58626e-13,0,0,0,0.0,1.99328e-15,2.19366e-16,2.06364e-14,5.49784e-11,2.84993e-08,7.56277e-12,2.14397e-07,1
3315,5190955.jpg,-2.05845e-13,-1.32022e-15,-2.19796e-13,5.57178e-11,0,0,0,0.0,1.56032e-11,9.26649e-14,1.55011e-11,1.17838e-08,1.10192e-05,1.42075e-10,1.55808e-06,1
2286,usf3121_RMLO_L1_CL_B.jpg,4.80434e-17,-7.81018e-19,7.59037e-17,1.91666e-13,0,0,0,0.0,3.92761e-15,3.70992e-16,5.84174e-15,5.55195e-11,1.0996e-07,4.22715e-11,4.81508e-10,1
3109,4161253.jpg,-4.11568e-13,-1.23068e-15,-4.52581e-13,6.73624e-11,0,0,0,0.0,4.11809e-11,2.75095e-13,4.52911e-11,1.36574e-08,2.99026e-05,2.37632e-10,5.02684e-06,1
2065,usf2001_RCC_L1_MS_B.jpg,1.27288e-17,-2.62316e-19,-1.41575e-17,1.01006e-13,0,0,0,8.31618e-13,6.74079e-16,5.33732e-17,5.83802e-16,3.06957e-11,1.82612e-08,8.23314e-12,6.23752e-08,1
3249,5172104.jpg,-1.46802e-13,-1.20039e-15,-9.92748e-14,5.19834e-11,0,0,0,0.0,1.44963e-11,4.05019e-13,7.06877e-12,1.37981e-08,9.26875e-06,3.83626e-10,9.14264e-07,1
1964,usf1906_LMLO_L1_CL_M.jpg,7.121220000000001e-18,-1.0778e-19,-9.72422e-18,8.20673e-14,0,0,0,6.90224e-13,5.85288e-16,3.53825e-17,3.85558e-16,2.81108e-11,1.62126e-08,5.08744e-12,3.91982e-08,1
563,usf0364_RMLO_L1_MS_B.jpg,-1.4928800000000001e-18,-4.13923e-19,-2.45007e-16,1.20939e-13,0,0,0,0.0,6.21217e-16,1.01019e-16,2.84495e-14,4.49619e-11,1.16517e-10,9.12992e-12,5.09871e-07,1
1958,usf1902_LMLO_L1_MS_M.jpg,5.21542e-19,2.69751e-19,-5.922290000000001e-18,9.14045e-14,0,0,0,7.57337e-13,2.92599e-16,4.33221e-17,2.43629e-16,2.85596e-11,1.20245e-11,1.04789e-11,1.16829e-08,1
2968,mdb199_77.png,-1.34604e-14,7.53871e-13,9.59244e-12,9.03813e-09,0,0,0,7.63994e-08,9.0056e-11,3.75809e-11,2.07423e-10,3.1771e-06,1.04424e-08,2.3329e-08,2.68657e-06,1
2017,usf1937_LMLO_L1_CL_B.jpg,-2.49007e-17,3.66055e-20,-7.84851e-17,1.38113e-13,0,0,0,0.0,2.3583e-14,7.96425e-16,6.48878e-15,4.42217e-11,5.65678e-08,6.16247e-12,1.17382e-06,1
1238,usf1484_LCC_L1_CL_B.jpg,-1.71882e-17,-3.59679e-19,-1.6167900000000002e-18,1.00131e-13,0,0,0,0.0,4.85263e-15,1.61714e-16,1.96837e-15,2.96793e-11,7.16846e-08,2.46514e-11,9.82514e-10,1
1618,usf1719_LMLO_L1_MS_B.jpg,7.347060000000001e-18,-2.13145e-20,8.489310000000001e-18,9.64144e-14,0,0,0,7.78418e-13,8.08736e-16,7.41956e-17,4.02964e-16,2.61372e-11,4.269e-09,1.45226e-12,2.29907e-08,1
140,usf0096_RMLO_L1_CL_M.jpg,2.09963e-17,2.84661e-19,2.16214e-17,1.66065e-13,0,0,0,0.0,2.35202e-15,3.21603e-16,2.38029e-15,4.90038e-11,3.35489e-08,3.81469e-12,1.22221e-10,1
149,usf0101_RMLO_L1_MS_M.jpg,4.468020000000001e-18,-1.63152e-19,-1.85208e-16,1.20454e-13,0,0,0,0.0,6.25263e-16,1.03505e-16,2.38379e-14,4.43541e-11,5.46046e-10,2.03705e-12,9.3536e-08,1
1083,usf1399_RMLO_L1_MS_M.jpg,2.1383800000000002e-18,-2.93945e-19,5.8841500000000004e-18,9.53262e-14,0,0,0,7.73805e-13,5.21511e-16,6.3144e-17,3.66743e-16,2.65339e-11,4.52603e-10,1.73316e-11,1.21108e-08,1
2,usf0002_LMLO_L1_CL_M.jpg,-2.0423e-17,-7.03993e-19,-1.70516e-17,1.40417e-13,0,0,0,0.0,1.79023e-15,2.14166e-16,1.20969e-15,4.69502e-11,1.47039e-08,1.4643e-11,3.34797e-11,1
894,usf1189_LCC_L1_MS_M.jpg,1.21481e-17,-5.739039999999999e-20,-4.40206e-18,9.55675e-14,0,0,0,7.8273e-13,8.43476e-16,5.55982e-17,3.07456e-16,2.80423e-11,2.41865e-08,1.64245e-12,5.33694e-09,1
884,usf1182_RCC_L1_MS_M.jpg,2.5239e-18,1.7054500000000001e-19,-1.81777e-18,9.37972e-14,0,0,0,7.717e-13,4.16236e-16,5.04876e-17,2.37146e-16,2.8198e-11,5.36683e-10,3.46508e-12,2.76741e-09,1
3116,4162057.jpg,-1.71079e-13,-1.18041e-15,-1.28385e-13,5.28622e-11,0,0,0,0.0,1.49594e-11,7.77075e-14,7.99267e-12,1.3279e-08,1.01474e-05,2.81795e-10,7.94294e-07,1
1891,usf1866_LMLO_L1_CL_B.jpg,2.0068200000000002e-18,5.0419799999999996e-20,7.89442e-17,6.39465e-14,0,0,0,0.0,1.30448e-16,1.91938e-17,1.47767e-14,2.54768e-11,8.55285e-10,1.11591e-12,1.16722e-06,1
1608,usf1714_RCC_L1_MS_B.jpg,4.25833e-17,1.73461e-19,6.24247e-17,7.88754e-14,0,0,0,0.0,1.84808e-14,8.58161e-16,6.34486e-15,2.49544e-11,1.00985e-07,1.33448e-11,9.1669e-07,1
962,usf1243_LMLO_L1_CL_M.jpg,1.04367e-17,-8.94099e-20,-4.5477e-18,8.59613e-14,0,0,0,7.14572e-13,5.52474e-16,3.46848e-17,2.75361e-16,2.75492e-11,2.52461e-08,1.08845e-12,8.17799e-09,1
2021,usf1939_LMLO_L1_CL_B.jpg,-3.12517e-18,3.9991699999999997e-20,-6.630960000000001e-18,8.28216e-14,0,0,0,6.97945e-13,5.10328e-16,4.73802e-17,4.67244e-16,2.86228e-11,4.97091e-09,7.45601e-13,1.93501e-08,1
548,usf0358_LCC_L1_MS_M.jpg,1.20359e-16,5.56264e-19,-1.35068e-16,2.59007e-13,0,0,0,0.0,1.14757e-14,3.68393e-16,9.84587e-14,8.12289e-11,1.29756e-07,1.26198e-12,4.39694e-06,1
2680,usf4070_RMLO_L1_MS_B.jpg,-4.8979400000000005e-18,-3.39193e-20,-1.05278e-17,8.82457e-14,0,0,0,7.3632e-13,6.05683e-16,4.29342e-17,5.54631e-16,2.90423e-11,5.65734e-09,2.2849e-12,4.52656e-08,1
1947,usf1897_LCC_L1_CL_M.jpg,1.2178e-18,-3.97787e-20,-2.68902e-17,8.06155e-14,0,0,0,6.69227e-13,3.74804e-16,3.94555e-17,1.25258e-14,2.56593e-11,1.10589e-09,6.77203e-13,5.5445e-07,1
292,usf0192_RMLO_L1_MS_M.jpg,1.09002e-17,-2.39974e-19,4.2193500000000006e-18,1.64536e-13,0,0,0,0.0,1.85554e-15,3.04389e-16,1.38848e-15,4.84025e-11,4.69279e-09,3.3921e-12,1.28637e-10,1
2953,mdb167_62.png,-1.43912e-12,-1.48188e-12,9.99628e-13,6.97776e-09,0,0,0,5.70264e-08,8.68846e-11,4.14572e-11,1.20921e-10,2.01506e-06,2.70139e-08,7.63488e-08,4.54485e-08,1
2830,usf4156_RMLO_L1_CL_M.jpg,1.1593e-16,3.85252e-19,-1.04202e-16,1.76454e-13,0,0,0,0.0,2.43417e-14,8.98394e-16,8.6114e-15,5.37095e-11,1.6555e-06,1.70868e-11,1.43526e-06,1
168,usf0110_RMLO_L1_MS_M.jpg,4.943e-18,9.62484e-21,-1.82124e-16,1.3957e-13,0,0,0,0.0,1.48838e-15,1.51994e-16,2.09821e-14,5.24646e-11,1.09005e-08,3.0798e-12,1.98847e-07,1
830,usf1147_LCC_L1_MS_M.jpg,-6.24224e-18,1.97899e-19,-3.0705700000000004e-18,8.80069e-14,0,0,0,7.32489e-13,5.66999e-16,4.34056e-17,3.12812e-16,2.84338e-11,1.20533e-08,5.62418e-12,4.84421e-09,1
362,usf0231_LCC_L1_CL_B.jpg,2.39848e-18,-1.99919e-19,-2.8940800000000004e-18,1.53791e-13,0,0,0,0.0,1.53887e-15,2.20655e-16,1.08191e-15,4.76957e-11,5.27506e-10,6.22597e-12,9.08913e-12,1
754,usf0506_RMLO_L1_MS_B.jpg,1.48309e-17,-7.63733e-19,1.2415500000000001e-18,1.90868e-13,0,0,0,0.0,3.52353e-15,6.7397e-16,2.84097e-15,4.88561e-11,5.80819e-09,7.79907e-12,1.65734e-10,1
3321,5191822.jpg,-4.43001e-13,-4.4909e-15,-3.51107e-13,7.09863e-11,0,0,0,0.0,4.25593e-11,1.5773e-13,2.42418e-11,1.27993e-08,3.52041e-05,2.99745e-09,4.40905e-06,1
2831,usf4157_LCC_L1_CL_M.jpg,3.90626e-17,1.8667699999999998e-20,4.05274e-17,1.09411e-13,0,0,0,8.51579e-13,1.80656e-15,1.01186e-16,2.37269e-15,2.47878e-11,5.56716e-08,1.51568e-11,3.72847e-07,1
3361,5200818.jpg,-9.90714e-14,-1.45071e-15,-1.46349e-13,4.38486e-11,0,0,0,0.0,7.04389e-12,8.16694e-14,1.27151e-11,1.15579e-08,2.93624e-06,2.35199e-10,4.34331e-07,1
3126,4163513.jpg,-1.37533e-13,-1.23848e-15,-9.75251e-14,5.12844e-11,0,0,0,0.0,8.13303e-12,1.09895e-13,4.96812e-12,1.35749e-08,7.64787e-06,9.24198e-10,8.58225e-07,1
3223,5165852.jpg,-1.15998e-13,-9.6253e-16,-1.14696e-13,4.41611e-11,0,0,0,0.0,9.19448e-12,5.67622e-14,9.40616e-12,1.16726e-08,4.26679e-06,2.49184e-10,9.13514e-08,1
919,usf1213_LMLO_L1_CL_M.jpg,-3.25958e-18,1.19118e-19,-5.6351e-18,8.19221e-14,0,0,0,6.90566e-13,4.41374e-16,3.78345e-17,2.75937e-16,2.83557e-11,5.49258e-09,2.31846e-12,1.57742e-08,1
1074,usf1394_RMLO_L1_MS_B.jpg,1.10905e-17,1.74196e-20,4.1891e-17,1.27527e-13,0,0,0,0.0,1.32315e-15,1.04313e-16,2.03864e-14,3.29516e-11,8.68712e-09,1.20331e-12,3.71794e-07,1
234,usf0157_LMLO_L3_MS_M.jpg,1.26105e-17,1.49558e-20,-8.25712e-17,1.42461e-13,0,0,0,0.0,2.16187e-15,3.61346e-16,7.14934e-15,4.12623e-11,6.38659e-09,1.04358e-12,1.05411e-09,1
2236,usf3078_LMLO_L1_MS_M.jpg,3.57208e-17,2.0776799999999997e-20,-4.0841e-17,1.48747e-13,0,0,0,0.0,3.81574e-15,2.92567e-16,4.26542e-15,4.6214e-11,2.32259e-08,2.9827e-12,3.51984e-10,1
2047,usf1953_RMLO_L1_CL_B.jpg,6.500270000000001e-18,-1.59957e-19,2.26341e-17,7.38572e-14,0,0,0,6.18669e-13,6.94349e-16,4.53339e-17,1.59881e-15,2.49445e-11,5.37417e-09,1.57974e-12,2.64403e-07,1
1838,usf1836_LMLO_L1_MS_B.jpg,3.70326e-19,-2.11228e-19,-8.640040000000001e-19,8.87799e-14,0,0,0,7.36005e-13,3.10037e-16,4.02958e-17,1.77108e-16,2.78379e-11,1.59639e-10,1.36048e-11,4.70401e-10,1
219,usf0151_RCC_L1_CL_M.jpg,7.10751e-18,5.5744e-19,-2.6791e-16,1.6468e-13,0,0,0,0.0,2.27952e-15,4.38201e-16,2.43329e-14,4.29029e-11,2.70446e-09,1.05483e-11,2.31463e-07,1
1159,usf1440_RMLO_L1_MS_B.jpg,8.9224e-18,-1.22141e-18,3.6360800000000003e-19,1.32138e-13,0,0,0,1.01933e-12,1.90159e-15,1.48973e-16,3.83599e-16,2.77914e-11,4.09391e-09,1.38094e-10,9.97532e-10,1
1177,usf1450_LCC_L1_MS_B.jpg,-9.85095e-19,-8.243369999999999e-20,8.639320000000001e-19,9.36384e-14,0,0,0,7.67456e-13,3.50369e-16,4.54896e-17,1.56827e-16,2.74769e-11,3.86473e-10,6.52264e-13,3.59042e-10,1
1680,usf1753_RCC_L1_CL_B.jpg,4.36474e-17,5.85679e-19,3.74757e-17,8.86429e-14,0,0,0,0.0,1.62609e-14,5.33869e-16,3.2624e-15,2.76758e-11,2.53647e-07,3.33504e-11,4.26774e-07,1
836,usf1150_RCC_L1_MS_M.jpg,-6.016149999999999e-20,-1.46265e-19,-2.76353e-16,1.72026e-13,0,0,0,0.0,4.33548e-16,7.43487e-17,5.27602e-14,4.95784e-11,3.70776e-11,5.6441e-13,7.83191e-06,1
3232,5170553.jpg,-2.98505e-13,-2.21774e-15,-3.68662e-13,6.00699e-11,0,0,0,0.0,2.35423e-11,1.63052e-13,3.82211e-11,1.18994e-08,1.72146e-05,5.08977e-10,2.1366e-06,1
1101,usf1410_LCC_L1_MS_B.jpg,-1.00488e-18,7.120169999999999e-20,-2.79607e-18,7.90551e-14,0,0,0,6.69532e-13,1.98612e-16,2.92049e-17,1.83161e-16,2.80572e-11,8.03099e-10,2.14396e-12,3.03255e-09,1
3322,5191953.jpg,-1.90161e-13,-8.3442e-16,-2.36967e-13,4.71999e-11,0,0,0,0.0,1.32604e-11,9.67385e-14,2.61568e-11,1.12247e-08,9.37448e-06,1.00444e-10,6.47636e-07,1
1892,usf1867_RMLO_L1_CL_B.jpg,1.67602e-17,-2.50371e-19,8.22466e-17,1.91194e-13,0,0,0,0.0,1.4254e-15,9.78891e-17,3.3074e-14,6.7371e-11,3.13783e-09,5.67553e-12,1.04893e-06,1
1148,usf1435_RCC_L1_MS_B.jpg,-2.43999e-22,-3.4441e-20,2.3618800000000003e-18,8.23034e-14,0,0,0,6.88706e-13,2.29188e-16,3.51579e-17,1.92704e-16,2.7218e-11,8.23048e-12,5.11973e-13,3.44806e-09,1
3036,4144048.jpg,-1.25511e-13,-4.53149e-16,-1.33415e-13,4.70554e-11,0,0,0,0.0,9.33014e-12,1.24119e-13,9.64246e-12,1.24677e-08,6.7077e-06,5.75105e-11,7.0924e-07,1
1866,usf1849_LMLO_L1_MS_M.jpg,1.12225e-17,-9.806959999999999e-20,-5.0001e-17,1.51975e-13,0,0,0,0.0,6.897e-15,3.10011e-16,3.03198e-15,3.40343e-11,1.31816e-08,3.39981e-12,3.89337e-07,1
667,usf0406_LCC_L1_CL_B.jpg,-1.69625e-17,3.84991e-19,2.3167e-17,1.96621e-13,0,0,0,0.0,1.80188e-15,2.341e-16,3.68935e-14,6.58924e-11,4.22982e-09,6.11881e-12,1.11703e-06,1
3021,4134335.jpg,-3.314e-13,-1.41857e-15,-4.19326e-13,7.72209e-11,0,0,0,0.0,1.98753e-11,2.08188e-13,3.19697e-11,1.58126e-08,1.82673e-05,2.84274e-10,6.64427e-06,1
2850,usf4167_RMLO_L1_CL_B.jpg,-8.81319e-18,3.5435899999999997e-20,6.378690000000001e-18,8.30936e-14,0,0,0,6.90427e-13,5.60805e-16,4.01987e-17,2.5399e-16,2.66788e-11,1.23631e-08,1.75374e-12,1.65548e-08,1
1407,usf1583_RMLO_L1_MS_M.jpg,1.5343700000000001e-18,-3.8155000000000005e-19,-3.17939e-18,1.12619e-13,0,0,0,8.94484e-13,1.71574e-15,1.35827e-16,4.09609e-16,2.7824e-11,2.15299e-10,1.41843e-11,1.766e-09,1
2936,mdb130_45.png,-5.91611e-12,2.1019e-12,-3.79795e-12,1.42074e-08,0,0,0,1.20303e-07,1.37969e-10,5.54453e-11,1.44177e-10,5.03698e-06,1.11881e-07,2.37277e-08,3.58694e-07,1
3306,5190308.jpg,-2.0457e-13,-2.27437e-15,-2.09612e-13,6.30088e-11,0,0,0,0.0,1.04135e-11,1.00036e-13,1.29885e-11,1.48235e-08,9.36253e-06,7.40965e-10,1.55904e-06,1
