,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1873,usf1857_RCC_L1_MS_B.jpg,1.23032e-13,1.26842e-13,1.9016e-13,1.88855e-13,8.17703e-13,8.49663e-13,1.3675e-12,1.35628e-12,1.29019e-11,1.38e-11,2.78046e-11,2.7432e-11,0.409797,0.449133,1.0,0.98801
2417,usf3438_LCC_L1_CL_B.jpg,1.93837e-13,2.94306e-13,2.15224e-13,2.10848e-13,1.41017e-12,2.14067e-12,1.47883e-12,1.55925e-12,3.02984e-11,4.58685e-11,2.61008e-11,3.57898e-11,0.261731,1.0,0.592416,0.328513
2258,usf3088_LMLO_L1_MS_M.jpg,2.23796e-13,1.16777e-13,2.06717e-13,2.50257e-13,1.67554e-12,7.89305e-13,1.53991e-12,1.91354e-12,4.02567e-11,1.42963e-11,3.74901e-11,5.02169e-11,0.840364,0.325126,0.9041,1.0
842,usf1154_LCC_L1_MS_M.jpg,1.5032e-13,1.5577e-13,1.5136e-13,1.57262e-13,1.11191e-12,1.15885e-12,1.11984e-12,1.1722e-12,2.54782e-11,2.70538e-11,2.55588e-11,2.75954e-11,0.87211,0.9757,0.931239,1.0
2820,usf4148_RCC_L1_MS_M.jpg,1.40527e-13,2.03206e-13,2.09036e-13,2.14247e-13,9.20332e-13,1.42003e-12,1.4685e-12,1.51505e-12,1.38033e-11,2.58939e-11,2.72591e-11,2.90385e-11,0.357065,0.925603,1.0,0.990571
909,usf1204_LMLO_L1_MS_M.jpg,1.75232e-13,1.88819e-13,1.84099e-13,1.73051e-13,1.2445e-12,1.36115e-12,1.32033e-12,1.22588e-12,2.41029e-11,2.79469e-11,2.65539e-11,2.35078e-11,0.83503,1.0,0.952091,0.826518
2445,usf3467_LCC_L1_CL_B.jpg,3.41068e-13,3.12195e-13,1.6258e-13,2.37878e-13,2.44074e-12,2.19943e-12,9.95224e-13,1.59119e-12,4.86948e-11,4.15934e-11,1.16245e-11,2.53964e-11,1.0,0.902324,0.249384,0.526309
2140,usf3029_LMLO_L5_CL_M.jpg,2.76953e-13,2.65851e-13,1.79448e-13,2.4694e-13,2.06356e-12,1.96885e-12,1.23717e-12,1.80047e-12,4.8524e-11,4.54327e-11,2.22287e-11,3.88804e-11,1.0,0.988457,0.512907,0.82988
765,usf1108_LCC_L1_CL_M.jpg,1.69539e-13,1.72494e-13,1.56284e-13,1.18682e-13,1.24029e-12,1.26593e-12,1.12666e-12,8.10798e-13,2.70582e-11,2.79506e-11,2.33042e-11,1.37938e-11,0.961072,1.0,0.794837,0.446688
2765,usf4114_LMLO_L1_MS_M.jpg,1.6206e-13,1.28114e-13,5.54335e-14,1.19109e-13,1.21532e-12,9.27316e-13,3.39038e-13,8.42116e-13,2.94263e-11,2.02191e-11,4.30948e-12,1.6208e-11,1.0,0.81131,0.166522,0.589483
289,usf0191_LCC_L1_MS_M.jpg,1.8613e-13,3.33951e-13,3.11255e-13,1.78098e-13,1.33896e-12,2.41332e-12,2.22076e-12,1.27011e-12,2.73176e-11,5.01257e-11,4.41401e-11,2.51062e-11,0.187244,1.0,0.892109,0.170857
949,usf1234_RMLO_L1_MS_M.jpg,1.67037e-13,1.59076e-13,1.59725e-13,1.65963e-13,1.23116e-12,1.1613e-12,1.16703e-12,1.22168e-12,2.76681e-11,2.50988e-11,2.53173e-11,2.73107e-11,1.0,0.914772,0.932778,0.9716
326,usf0213_RCC_L1_CL_M.jpg,3.2307e-13,3.35472e-13,3.44935e-13,3.38737e-13,2.26737e-12,2.37259e-12,2.45334e-12,2.40179e-12,4.20621e-11,4.52442e-11,4.78269e-11,4.64956e-11,0.823423,0.947822,1.0,0.905117
1102,usf1410_LMLO_L1_MS_B.jpg,1.52059e-13,1.55267e-13,1.49586e-13,1.4581e-13,1.13581e-12,1.1645e-12,1.11381e-12,1.08031e-12,2.69613e-11,2.81234e-11,2.60945e-11,2.47915e-11,0.96924,1.0,0.928688,0.894494
2349,usf3379_RMLO_L1_MS_M.jpg,2.95788e-13,2.74697e-13,2.88297e-13,2.76357e-13,2.17149e-12,1.98793e-12,2.10643e-12,2.00142e-12,4.80928e-11,4.15203e-11,4.57286e-11,4.19102e-11,1.0,0.889888,0.931004,0.853291
1558,usf1681_RCC_L1_MS_B.jpg,1.59541e-13,1.37024e-13,1.72171e-13,1.63669e-13,1.14677e-12,9.61298e-13,1.25635e-12,1.1825e-12,2.33159e-11,1.81999e-11,2.7122e-11,2.45406e-11,0.81967,0.717822,1.0,0.843368
286,usf0189_RMLO_L3_MS_M.jpg,1.97604e-13,1.91588e-13,2.05069e-13,2.25913e-13,1.44925e-12,1.46022e-12,1.58284e-12,1.70027e-12,3.2263e-11,3.77741e-11,4.32066e-11,4.20664e-11,0.577423,0.865997,1.0,0.774107
3275,5181830.jpg,1.2276e-10,8.86203e-11,8.46472e-11,8.55554e-11,8.40254e-10,5.75707e-10,5.51891e-10,5.58222e-10,1.454e-08,8.57424e-09,8.54774e-09,8.7716e-09,1.0,0.773222,0.682239,0.405296
2745,usf4104_RMLO_L1_MS_M.jpg,1.57378e-13,1.56781e-13,1.57421e-13,9.16998e-14,1.08716e-12,1.15007e-12,1.15556e-12,5.67958e-13,1.95726e-11,2.54457e-11,2.56187e-11,7.27201e-12,0.572498,0.993005,1.0,0.155002
2086,usf3010_RMLO_L2_MS_M.jpg,2.00997e-13,2.04072e-13,2.94411e-13,2.9143e-13,1.37828e-12,1.39916e-12,2.16433e-12,2.13685e-12,2.41041e-11,2.41621e-11,4.81493e-11,4.69873e-11,0.442705,0.486658,1.0,0.978349
1286,usf1512_LMLO_L1_MS_B.jpg,1.60716e-13,1.80488e-13,1.93581e-13,1.80047e-13,1.12683e-12,1.29527e-12,1.41022e-12,1.29232e-12,2.08844e-11,2.62629e-11,3.05062e-11,2.63085e-11,0.733015,0.870205,0.952974,1.0
2470,usf3485_RMLO_L1_CL_B.jpg,2.52123e-13,2.23219e-13,2.03813e-13,1.67942e-13,1.91312e-12,1.65566e-12,1.48595e-12,1.19181e-12,4.8595e-11,3.82813e-11,3.2119e-11,2.41559e-11,1.0,0.813317,0.700004,0.357177
2376,usf3400_LMLO_L1_CL_B.jpg,1.90819e-13,2.47225e-13,2.09268e-13,1.74312e-13,1.39166e-12,1.89496e-12,1.55467e-12,1.24803e-12,3.00769e-11,5.0255e-11,3.62445e-11,2.50022e-11,0.572108,1.0,0.709908,0.50447
1762,usf1793_LMLO_L1_MS_B.jpg,2.13064e-14,8.13921e-14,1.64889e-13,1.09827e-13,1.20272e-13,5.48494e-13,1.22354e-12,7.6391e-13,1.42772e-12,9.57184e-12,2.82868e-11,1.42862e-11,0.00858892,0.219225,1.0,0.348134
798,usf1128_RMLO_L1_MS_M.jpg,1.65878e-13,1.58543e-13,1.61947e-13,1.70536e-13,1.20911e-12,1.14528e-12,1.17488e-12,1.25002e-12,2.59596e-11,2.37091e-11,2.47503e-11,2.74692e-11,0.932638,0.86441,0.902633,1.0
806,usf1133_RMLO_L1_CL_M.jpg,1.72868e-13,1.63216e-13,1.04115e-13,1.37428e-13,1.275e-12,1.19037e-12,6.94749e-13,9.67906e-13,2.88489e-11,2.57372e-11,1.08653e-11,1.81929e-11,1.0,0.979761,0.417209,0.661467
2456,usf3475_LMLO_L1_MS_M.jpg,2.44036e-13,2.20595e-13,1.52091e-13,2.05408e-13,1.86265e-12,1.65307e-12,1.07647e-12,1.51913e-12,4.84678e-11,3.98896e-11,2.21248e-11,3.48913e-11,1.0,0.814966,0.478019,0.683304
3070,4152400.jpg,9.07708e-11,5.25839e-11,3.61934e-11,8.50344e-11,6.46378e-10,3.51427e-10,2.40787e-10,5.98666e-10,1.26866e-08,5.70398e-09,3.85943e-09,1.13317e-08,1.0,0.531409,0.287788,0.9175
257,usf0171_RMLO_L1_CL_M.jpg,2.88221e-13,2.96774e-13,2.59358e-13,2.07935e-13,2.09793e-12,2.17125e-12,1.84742e-12,1.41934e-12,4.50687e-11,4.73569e-11,3.62365e-11,2.39888e-11,0.875213,1.0,0.742133,0.42943
1842,usf1838_LMLO_L1_MS_B.jpg,1.39416e-13,1.26796e-13,1.16841e-13,1.25696e-13,1.06108e-12,9.47603e-13,8.59457e-13,9.38769e-13,2.72968e-11,2.25637e-11,1.91671e-11,2.2404e-11,1.0,0.83695,0.697849,0.794663
491,usf0317_RCC_L1_MS_B.jpg,2.77457e-13,3.10814e-13,3.23088e-13,2.63744e-13,1.94169e-12,2.21434e-12,2.32009e-12,1.82738e-12,3.63133e-11,4.34008e-11,4.69464e-11,3.30087e-11,0.608549,0.914553,1.0,0.536593
44,usf0026_LCC_L1_CL_M.jpg,2.3132e-13,1.83767e-13,9.93229e-14,2.03531e-13,1.78843e-12,1.36902e-12,6.59071e-13,1.53806e-12,4.91813e-11,3.29898e-11,1.07965e-11,3.85666e-11,1.0,0.778989,0.239938,0.834257
2322,usf3364_LCC_L3_CL_B.jpg,2.23635e-13,2.78177e-13,2.4763e-13,2.49654e-13,1.60499e-12,2.0854e-12,1.81866e-12,1.83164e-12,3.24039e-11,5.03694e-11,4.0708e-11,4.04366e-11,0.654479,1.0,0.894828,0.811183
201,usf0142_LCC_L1_MS_M.jpg,2.36623e-13,1.87365e-13,1.01611e-13,1.97232e-13,1.81915e-12,1.38497e-12,6.68738e-13,1.47091e-12,4.88272e-11,3.21818e-11,1.05588e-11,3.53046e-11,1.0,0.764776,0.233078,0.758748
2691,usf4076_LCC_L1_MS_B.jpg,1.59923e-13,1.51137e-13,1.2517e-13,1.43181e-13,1.18685e-12,1.10921e-12,8.91539e-13,1.03975e-12,2.74522e-11,2.4492e-11,1.78845e-11,2.20044e-11,1.0,0.890899,0.670961,0.776367
2160,usf3038_LCC_L1_MS_M.jpg,2.17474e-13,6.79382e-14,1.0087e-13,2.74657e-13,1.53912e-12,3.65292e-13,6.12034e-13,2.01989e-12,3.03188e-11,2.94037e-12,7.56166e-12,4.51229e-11,0.710352,0.0635498,0.174075,1.0
114,usf0077_RMLO_L1_MS_M.jpg,1.92428e-13,2.02e-13,2.12747e-13,1.62316e-13,1.38437e-12,1.53648e-12,1.63309e-12,1.13548e-12,2.86501e-11,3.95189e-11,4.35482e-11,2.17183e-11,0.510322,0.882826,1.0,0.307737
3315,5190955.jpg,1.06258e-10,9.07205e-11,1.04515e-10,1.13398e-10,7.16333e-10,5.92569e-10,7.03619e-10,7.74564e-10,1.14972e-08,8.50903e-09,1.12465e-08,1.30109e-08,0.844422,0.726874,0.953573,1.0
2286,usf3121_RMLO_L1_CL_B.jpg,2.79573e-13,3.09722e-13,3.05426e-13,2.10854e-13,1.99743e-12,2.25489e-12,2.21767e-12,1.43681e-12,3.99289e-11,4.81874e-11,4.69068e-11,2.50672e-11,0.744642,1.0,0.971136,0.348648
3109,4161253.jpg,9.14892e-11,8.74479e-11,1.14172e-10,1.1168e-10,5.81926e-10,5.97539e-10,7.60167e-10,7.33492e-10,8.06733e-09,1.05577e-08,1.20561e-08,1.09842e-08,0.40448,0.877242,1.0,0.736818
2065,usf2001_RCC_L1_MS_B.jpg,1.23807e-13,1.49581e-13,1.69089e-13,1.4517e-13,8.63446e-13,1.08463e-12,1.25573e-12,1.04687e-12,1.55856e-11,2.28805e-11,2.91766e-11,2.16526e-11,0.545672,0.789789,1.0,0.73628
3249,5172104.jpg,6.57728e-11,7.02413e-11,8.49411e-11,6.51504e-11,4.54125e-10,4.91895e-10,6.17313e-10,4.48408e-10,8.04026e-09,9.14526e-09,1.32104e-08,7.81233e-09,0.57875,0.697116,1.0,0.572695
1964,usf1906_LMLO_L1_CL_M.jpg,1.4328e-13,1.56303e-13,1.49425e-13,1.5969e-13,1.05212e-12,1.16271e-12,1.10213e-12,1.19372e-12,2.36564e-11,2.71564e-11,2.48844e-11,2.8548e-11,0.735518,1.0,0.927054,0.971201
563,usf0364_RMLO_L1_MS_B.jpg,2.56865e-13,4.75175e-14,4.94965e-14,2.58366e-13,1.93426e-12,3.58057e-13,3.75922e-13,1.94775e-12,4.74883e-11,8.81681e-12,9.57701e-12,4.80502e-11,0.983254,0.0883553,0.0957872,1.0
1958,usf1902_LMLO_L1_MS_M.jpg,1.62316e-13,1.71248e-13,1.73339e-13,1.6056e-13,1.17592e-12,1.25392e-12,1.27224e-12,1.16074e-12,2.46328e-11,2.74313e-11,2.8097e-11,2.41136e-11,0.876236,0.983284,1.0,0.84678
2968,mdb199_77.png,1.83675e-08,1.71751e-08,1.75511e-08,1.84911e-08,1.37523e-07,1.2699e-07,1.30317e-07,1.38637e-07,3.30089e-06,2.89947e-06,3.02748e-06,3.34794e-06,0.923023,0.942394,0.921005,1.0
2017,usf1937_LMLO_L1_CL_B.jpg,1.1375e-13,1.47154e-13,1.20375e-13,3.92992e-14,8.39147e-13,1.09882e-12,8.64904e-13,2.44766e-13,2.00451e-11,2.61386e-11,1.76682e-11,3.51591e-12,0.403413,1.0,0.58691,0.0307653
1238,usf1484_LCC_L1_CL_B.jpg,1.63354e-13,1.37951e-13,1.35573e-13,1.03711e-13,1.20666e-12,9.86686e-13,9.65464e-13,7.22437e-13,2.75253e-11,1.98785e-11,1.90519e-11,1.36766e-11,1.0,0.783555,0.677526,0.311227
1618,usf1719_LMLO_L1_MS_B.jpg,1.61305e-13,1.3988e-13,1.55048e-13,1.78846e-13,1.14396e-12,9.63365e-13,1.0904e-12,1.29465e-12,2.20744e-11,1.66171e-11,2.03326e-11,2.70646e-11,0.825474,0.621084,0.748448,1.0
140,usf0096_RMLO_L1_CL_M.jpg,3.07718e-13,2.87465e-13,2.76815e-13,2.51518e-13,2.25303e-12,2.07706e-12,1.98545e-12,1.77009e-12,4.93443e-11,4.30934e-11,4.00466e-11,3.32766e-11,1.0,0.917206,0.791949,0.638541
149,usf0101_RMLO_L1_MS_M.jpg,2.26537e-13,1.79816e-13,1.77611e-13,2.35592e-13,1.71431e-12,1.336e-12,1.31643e-12,1.79639e-12,4.30292e-11,3.1071e-11,3.03071e-11,4.66008e-11,0.872349,0.693127,0.680275,1.0
1083,usf1399_RMLO_L1_MS_M.jpg,1.88716e-13,1.73819e-13,1.68306e-13,1.87097e-13,1.35649e-12,1.22893e-12,1.18199e-12,1.34247e-12,2.7546e-11,2.3397e-11,2.19121e-11,2.70646e-11,1.0,0.865145,0.805036,0.998257
2,usf0002_LMLO_L1_CL_M.jpg,2.53935e-13,2.51928e-13,2.65745e-13,2.80054e-13,1.85905e-12,1.84542e-12,1.96471e-12,2.08923e-12,4.07155e-11,4.08222e-11,4.49039e-11,4.93722e-11,0.801369,0.898712,0.993287,1.0
894,usf1189_LCC_L1_MS_M.jpg,1.62069e-13,1.74308e-13,1.7809e-13,1.81606e-13,1.15025e-12,1.25315e-12,1.28562e-12,1.31595e-12,2.24121e-11,2.55154e-11,2.65896e-11,2.76071e-11,0.742369,0.947053,0.965823,1.0
884,usf1182_RCC_L1_MS_M.jpg,1.6519e-13,1.73187e-13,1.76003e-13,1.668e-13,1.1866e-12,1.25592e-12,1.28015e-12,1.20037e-12,2.40837e-11,2.64849e-11,2.72899e-11,2.45267e-11,0.823565,0.982017,1.0,0.843477
3116,4162057.jpg,7.55487e-11,9.0132e-11,8.88655e-11,8.43195e-11,5.18929e-10,6.34142e-10,6.21354e-10,5.82194e-10,9.24734e-09,1.19667e-08,1.14222e-08,1.02149e-08,0.495804,1.0,0.951967,0.765271
1891,usf1866_LMLO_L1_CL_B.jpg,1.46571e-13,8.80525e-14,9.13116e-14,1.45644e-13,1.11254e-12,6.77113e-13,7.06711e-13,1.10417e-12,2.82642e-11,1.82611e-11,1.95611e-11,2.79076e-11,1.0,0.678977,0.729748,0.986519
1608,usf1714_RCC_L1_MS_B.jpg,1.3146e-13,1.9765e-14,2.60837e-14,1.44819e-13,9.65562e-13,1.13605e-13,1.58415e-13,1.0809e-12,2.17305e-11,1.32108e-12,2.19797e-12,2.57703e-11,0.862285,0.0324036,0.0569889,1.0
962,usf1243_LMLO_L1_CL_M.jpg,1.34584e-13,1.36489e-13,1.42912e-13,1.5748e-13,9.74901e-13,9.8784e-13,1.04402e-12,1.17219e-12,2.07681e-11,2.06486e-11,2.26883e-11,2.7468e-11,0.68366,0.740295,0.836422,1.0
2021,usf1939_LMLO_L1_CL_B.jpg,1.48859e-13,1.50252e-13,1.53654e-13,1.32804e-13,1.10855e-12,1.12093e-12,1.15112e-12,9.68448e-13,2.60223e-11,2.65064e-11,2.76851e-11,2.09704e-11,0.913292,0.985299,1.0,0.710079
548,usf0358_LCC_L1_MS_M.jpg,1.35079e-13,2.53204e-13,1.28441e-13,1.01196e-13,1.00401e-12,1.90584e-12,8.41903e-13,7.12664e-13,2.3641e-11,4.71203e-11,1.2261e-11,1.3915e-11,0.150574,1.0,0.270485,0.0978587
2680,usf4070_RMLO_L1_MS_B.jpg,1.53161e-13,1.54095e-13,1.4444e-13,1.26845e-13,1.13536e-12,1.14289e-12,1.05782e-12,9.12644e-13,2.6262e-11,2.64171e-11,2.3219e-11,1.92963e-11,0.869736,1.0,0.860934,0.533177
1947,usf1897_LCC_L1_CL_M.jpg,1.73534e-13,1.08137e-13,1.16321e-13,1.77571e-13,1.25868e-12,7.89947e-13,8.60644e-13,1.2937e-12,2.6556e-11,1.74639e-11,1.98507e-11,2.77736e-11,0.935336,0.637794,0.751831,1.0
292,usf0192_RMLO_L1_MS_M.jpg,3.13865e-13,3.08242e-13,3.01986e-13,2.93218e-13,2.27287e-12,2.22505e-12,2.17066e-12,2.09453e-12,4.75498e-11,4.59661e-11,4.40568e-11,4.14928e-11,1.0,0.934772,0.903317,0.861795
2953,mdb167_62.png,1.28831e-08,1.3383e-08,1.31092e-08,1.31885e-08,9.20209e-08,9.63458e-08,9.39684e-08,9.46462e-08,1.82146e-06,1.96963e-06,1.88675e-06,1.90857e-06,0.857697,1.0,0.898757,0.952829
2830,usf4156_RMLO_L1_CL_M.jpg,8.31105e-14,1.53497e-13,1.22852e-13,3.05666e-14,5.89137e-13,1.14103e-12,8.75826e-13,1.87795e-13,1.26284e-11,2.66272e-11,1.7425e-11,2.69899e-12,0.143967,1.0,0.600742,0.0139136
168,usf0110_RMLO_L1_MS_M.jpg,1.93649e-13,1.84521e-13,1.98326e-13,1.60243e-13,1.43274e-12,1.41932e-12,1.54473e-12,1.14654e-12,3.28658e-11,3.83701e-11,4.38997e-11,2.34347e-11,0.634868,0.844631,1.0,0.38335
830,usf1147_LCC_L1_MS_M.jpg,1.59355e-13,1.4619e-13,1.57969e-13,1.31559e-13,1.18161e-12,1.06569e-12,1.1691e-12,9.41342e-13,2.73218e-11,2.29789e-11,2.67901e-11,1.90364e-11,0.927681,0.855777,1.0,0.608826
362,usf0231_LCC_L1_CL_B.jpg,2.96434e-13,3.01607e-13,2.98342e-13,3.11149e-13,2.1477e-12,2.19355e-12,2.16625e-12,2.27649e-12,4.50005e-11,4.66718e-11,4.59006e-11,4.96727e-11,0.917818,0.96676,0.987603,1.0
754,usf0506_RMLO_L1_MS_B.jpg,3.72303e-13,3.73038e-13,3.73306e-13,3.52958e-13,2.61064e-12,2.618e-12,2.62031e-12,2.44809e-12,4.81305e-11,4.84289e-11,4.85071e-11,4.33066e-11,0.985558,0.99483,1.0,0.889376
3321,5191822.jpg,9.37279e-11,8.76427e-11,1.23716e-10,1.19217e-10,5.8799e-10,5.46316e-10,8.24226e-10,7.86582e-10,7.46434e-09,6.87602e-09,1.26848e-08,1.17203e-08,0.548915,0.528831,1.0,0.893554
2831,usf4157_LCC_L1_CL_M.jpg,1.89451e-13,1.37605e-13,1.48288e-13,2.01861e-13,1.31137e-12,8.89737e-13,9.78281e-13,1.41452e-12,2.33177e-11,1.23875e-11,1.47579e-11,2.62701e-11,0.922028,0.47677,0.597186,1.0
3361,5200818.jpg,9.67401e-11,8.46658e-11,7.32918e-11,9.78171e-11,6.87998e-10,5.90751e-10,4.97883e-10,6.98404e-10,1.34541e-08,1.08723e-08,8.4574e-09,1.39717e-08,0.988531,0.961206,0.744125,1.0
3126,4163513.jpg,7.75136e-11,8.64276e-11,9.0532e-11,7.53955e-11,5.36736e-10,6.12055e-10,6.49716e-10,5.20128e-10,9.55741e-09,1.17755e-08,1.33889e-08,9.20892e-09,0.673345,0.934,1.0,0.677156
3223,5165852.jpg,8.55604e-11,6.8299e-11,8.30756e-11,8.99655e-11,6.04766e-10,4.68631e-10,5.85132e-10,6.42403e-10,1.15189e-08,8.15634e-09,1.10352e-08,1.27335e-08,0.8932,0.703134,0.924434,1.0
919,usf1213_LMLO_L1_CL_M.jpg,1.50946e-13,1.46733e-13,1.46367e-13,1.40387e-13,1.12818e-12,1.09069e-12,1.08776e-12,1.03546e-12,2.6901e-11,2.54176e-11,2.53673e-11,2.34635e-11,1.0,0.883254,0.846173,0.839265
1074,usf1394_RMLO_L1_MS_B.jpg,1.65486e-13,2.09662e-13,2.16568e-13,1.90852e-13,1.136e-12,1.46554e-12,1.52192e-12,1.3489e-12,1.95743e-11,2.71363e-11,2.85549e-11,2.58943e-11,0.531522,1.0,0.962721,0.737103
234,usf0157_LMLO_L3_MS_M.jpg,2.91922e-13,1.95255e-13,1.77085e-13,2.86955e-13,2.1491e-12,1.33862e-12,1.18895e-12,2.10605e-12,4.80612e-11,2.36642e-11,1.94923e-11,4.6576e-11,1.0,0.575102,0.468228,0.99158
2236,usf3078_LMLO_L1_MS_M.jpg,2.67365e-13,2.78245e-13,1.97319e-13,2.60101e-13,1.96038e-12,2.0587e-12,1.36657e-12,1.89788e-12,4.31421e-11,4.72044e-11,2.44334e-11,4.10765e-11,0.877174,1.0,0.560302,0.89999
2047,usf1953_RMLO_L1_CL_B.jpg,1.5027e-13,1.13941e-13,1.27986e-13,1.5236e-13,1.12515e-12,8.15091e-13,9.33355e-13,1.14348e-12,2.70289e-11,1.67202e-11,2.05288e-11,2.76951e-11,0.985864,0.697164,0.843313,1.0
1838,usf1836_LMLO_L1_MS_B.jpg,1.64639e-13,1.70459e-13,1.6603e-13,1.64871e-13,1.19768e-12,1.24839e-12,1.20962e-12,1.19954e-12,2.55466e-11,2.73457e-11,2.59355e-11,2.55842e-11,0.889451,1.0,0.955386,0.906272
219,usf0151_RCC_L1_CL_M.jpg,3.30085e-13,1.73001e-13,1.83373e-13,2.98226e-13,2.35127e-12,1.19744e-12,1.28477e-12,2.07982e-12,4.62008e-11,2.10064e-11,2.36231e-11,3.75694e-11,1.0,0.462415,0.519072,0.777946
1159,usf1440_RMLO_L1_MS_B.jpg,2.53855e-13,2.53806e-13,2.60198e-13,2.59061e-13,1.7004e-12,1.69971e-12,1.7518e-12,1.74298e-12,2.64138e-11,2.63621e-11,2.76963e-11,2.75254e-11,0.926717,0.957174,1.0,0.948796
1177,usf1450_LCC_L1_MS_B.jpg,1.87805e-13,1.83513e-13,1.85179e-13,1.82718e-13,1.35575e-12,1.31866e-12,1.33307e-12,1.31186e-12,2.79929e-11,2.67304e-11,2.72225e-11,2.65114e-11,1.0,0.98357,0.996198,0.951242
1680,usf1753_RCC_L1_CL_B.jpg,1.20425e-13,3.89284e-14,1.38156e-13,1.64503e-13,8.5422e-13,2.5307e-13,1.00784e-12,1.22197e-12,1.70546e-11,4.42959e-12,2.23387e-11,2.83551e-11,0.572061,0.103623,0.915221,1.0
836,usf1150_RCC_L1_MS_M.jpg,1.00326e-13,1.9083e-13,1.93883e-13,9.79056e-14,7.29139e-13,1.35653e-12,1.38281e-12,7.07703e-13,1.56422e-11,2.6367e-11,2.72441e-11,1.48395e-11,0.130284,0.958957,1.0,0.121412
3232,5170553.jpg,1.04216e-10,6.4946e-11,6.7095e-11,7.04361e-11,7.20973e-10,4.11688e-10,4.27178e-10,4.57372e-10,1.27051e-08,5.50408e-09,5.78997e-09,6.82305e-09,1.0,0.505944,0.498055,0.409253
1101,usf1410_LCC_L1_MS_B.jpg,1.46072e-13,1.43264e-13,1.50164e-13,1.3834e-13,1.09316e-12,1.06814e-12,1.12976e-12,1.02493e-12,2.61595e-11,2.51646e-11,2.7644e-11,2.35727e-11,0.935601,0.916849,1.0,0.813226
3322,5191953.jpg,8.5661e-11,5.69797e-11,3.0107e-11,6.83735e-11,6.13136e-10,3.80579e-10,1.88375e-10,4.68429e-10,1.23235e-08,6.11681e-09,2.50224e-09,8.05108e-09,1.0,0.526283,0.191122,0.655323
1892,usf1867_RMLO_L1_CL_B.jpg,4.56806e-14,1.51019e-13,1.58067e-13,4.28717e-14,3.49151e-13,1.11475e-12,1.17337e-12,3.23762e-13,9.22024e-12,2.55191e-11,2.71839e-11,8.17009e-12,0.0217469,0.986055,1.0,0.0196632
1148,usf1435_RCC_L1_MS_B.jpg,1.65112e-13,1.62199e-13,1.58938e-13,1.62615e-13,1.22057e-12,1.1951e-12,1.16653e-12,1.19855e-12,2.77486e-11,2.6832e-11,2.57896e-11,2.69196e-11,1.0,0.99231,0.95788,0.971868
