,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1873,usf1857_RCC_L1_MS_B.jpg,3.57555e-07,3.81653e-07,2.70566e-07,3.69239e-07,-1.22734e-05,-1.22159e-05,-1.23534e-05,-1.22274e-05,0.947074,0.920934,1.0,0.93052,2.08895e-06,2.07124e-06,2.1312e-06,2.07748e-06,3.62268e-07,3.87145e-07,2.71493e-07,3.74831e-07,3.53219e-07,3.76618e-07,2.69711e-07,3.64098e-07
2417,usf3438_LCC_L1_CL_B.jpg,4.60474e-07,3.5634e-06,3.47127e-06,3.50323e-06,-2.2137e-05,-2.19363e-05,-2.21167e-05,-2.19966e-05,0.992851,0.952394,1.0,0.972594,4.01599e-06,3.94194e-06,4.00547e-06,3.97088e-06,4.77556e-07,4.34944e-05,4.35439e-05,4.34329e-05,4.52665e-07,5.29049e-07,4.27495e-07,4.71549e-07
2258,usf3088_LMLO_L1_MS_M.jpg,5.1426e-07,5.85831e-07,5.09435e-07,6.05604e-07,-2.1524e-05,-2.14004e-05,-2.15301e-05,-2.13798e-05,0.995372,0.96597,1.0,0.969704,3.91684e-06,3.88076e-06,3.91962e-06,3.86942e-06,7.01367e-07,9.51537e-07,6.98721e-07,9.39428e-07,4.7861e-07,5.25023e-07,4.73041e-07,5.4759e-07
842,usf1154_LCC_L1_MS_M.jpg,1.29905e-07,1.43612e-07,1.08569e-07,1.37692e-07,-5.89853e-06,-5.8691e-06,-5.91963e-06,-5.87449e-06,0.96406,0.937789,1.0,0.945408,9.52094e-07,9.42624e-07,9.62741e-07,9.45554e-07,1.3007e-07,1.43926e-07,1.08648e-07,1.37899e-07,1.29789e-07,1.434e-07,1.08508e-07,1.3756e-07
2820,usf4148_RCC_L1_MS_M.jpg,2.4668e-07,2.80563e-07,1.98128e-07,2.59511e-07,-1.05779e-05,-1.05126e-05,-1.06268e-05,-1.05353e-05,0.969963,0.934099,1.0,0.950277,1.80422e-06,1.78276e-06,1.8264e-06,1.79279e-06,2.53945e-07,2.89366e-07,1.99113e-07,2.66809e-07,2.39908e-07,2.72357e-07,1.97236e-07,2.52718e-07
909,usf1204_LMLO_L1_MS_M.jpg,1.26455e-07,1.3375e-07,1.12457e-07,1.37612e-07,-5.81851e-06,-5.79527e-06,-5.83337e-06,-5.79188e-06,0.973166,0.954769,1.0,0.948276,9.27388e-07,9.21159e-07,9.3438e-07,9.19224e-07,1.2657e-07,1.33887e-07,1.12538e-07,1.37718e-07,1.26384e-07,1.33674e-07,1.12405e-07,1.37542e-07
2445,usf3467_LCC_L1_CL_B.jpg,3.73918e-07,4.14345e-07,3.38625e-07,3.81534e-07,-1.70546e-05,-1.69569e-05,-1.70887e-05,-1.69888e-05,0.980268,0.95185,1.0,0.96838,3.00612e-06,2.97668e-06,3.02366e-06,2.99273e-06,3.77906e-07,4.19185e-07,3.41793e-07,3.85471e-07,3.72549e-07,4.11992e-07,3.37506e-07,3.8021e-07
2140,usf3029_LMLO_L5_CL_M.jpg,5.54087e-07,6.16834e-07,5.23866e-07,5.8749e-07,-1.92941e-05,-1.917e-05,-1.93248e-05,-1.91978e-05,0.984476,0.944427,1.0,0.959083,3.40736e-06,3.36502e-06,3.4225e-06,3.37964e-06,5.55023e-07,6.18039e-07,5.24917e-07,5.8846e-07,5.5352e-07,6.16062e-07,5.23228e-07,5.86832e-07
765,usf1108_LCC_L1_CL_M.jpg,2.1531e-07,2.40214e-07,2.03566e-07,2.52756e-07,-1.0022e-05,-9.96835e-06,-1.00356e-05,-9.9553e-06,0.992193,0.957052,1.0,0.949938,1.70354e-06,1.68636e-06,1.70942e-06,1.68069e-06,2.16229e-07,2.41158e-07,2.04469e-07,2.55506e-07,2.14706e-07,2.39595e-07,2.02924e-07,2.50468e-07
2765,usf4114_LMLO_L1_MS_M.jpg,7.6261e-07,8.39876e-07,5.61504e-07,7.91451e-07,-2.52842e-05,-2.51249e-05,-2.5434e-05,-2.51781e-05,0.959636,0.923329,1.0,0.940714,4.53874e-06,4.48753e-06,4.62857e-06,4.51172e-06,8.0012e-07,8.78437e-07,5.67048e-07,8.29507e-07,7.28203e-07,8.04854e-07,5.57245e-07,7.5645e-07
289,usf0191_LCC_L1_MS_M.jpg,3.0433e-07,1.05136e-06,1.00545e-06,1.04916e-06,-1.49925e-05,-1.48939e-05,-1.49918e-05,-1.48967e-05,0.990898,0.962426,1.0,0.963907,2.60539e-06,2.57744e-06,2.60979e-06,2.57877e-06,3.07309e-07,7.18456e-06,7.15777e-06,7.18822e-06,3.03435e-07,3.27966e-07,2.7977e-07,3.25309e-07
949,usf1234_RMLO_L1_MS_M.jpg,1.03738e-07,1.19416e-07,9.28959e-08,1.09565e-07,-5.95216e-06,-5.91962e-06,-5.96397e-06,-5.92873e-06,0.979557,0.945272,1.0,0.963428,9.5934e-07,9.48862e-07,9.64761e-07,9.53787e-07,1.03738e-07,1.19416e-07,9.28959e-08,1.09566e-07,1.03737e-07,1.19416e-07,9.28959e-08,1.09565e-07
326,usf0213_RCC_L1_CL_M.jpg,3.53832e-07,3.91542e-07,3.27589e-07,3.82867e-07,-1.08982e-05,-1.08331e-05,-1.09214e-05,-1.08394e-05,0.974371,0.935903,1.0,0.943027,1.79079e-06,1.76806e-06,1.8035e-06,1.77188e-06,3.77496e-07,4.37474e-07,3.49438e-07,4.22767e-07,3.46982e-07,3.80355e-07,3.21706e-07,3.72836e-07
1102,usf1410_LMLO_L1_MS_B.jpg,1.07134e-07,1.11133e-07,8.73675e-08,1.23184e-07,-5.56682e-06,-5.54696e-06,-5.58647e-06,-5.53639e-06,0.960628,0.9471,1.0,0.925772,8.85805e-07,8.81353e-07,8.95687e-07,8.7533e-07,1.07157e-07,1.11153e-07,8.73886e-08,1.23209e-07,1.07112e-07,1.11115e-07,8.73477e-08,1.2316e-07
2349,usf3379_RMLO_L1_MS_M.jpg,2.22629e-07,2.32115e-07,2.04335e-07,2.50323e-07,-8.61332e-06,-8.57652e-06,-8.6321e-06,-8.56104e-06,0.977622,0.963065,1.0,0.944116,1.42121e-06,1.41199e-06,1.43038e-06,1.40295e-06,2.24942e-07,2.35147e-07,2.06838e-07,2.53515e-07,2.21773e-07,2.31007e-07,2.03431e-07,2.49031e-07
1558,usf1681_RCC_L1_MS_B.jpg,1.62696e-07,1.67678e-07,1.33425e-07,1.87507e-07,-8.28468e-06,-8.25555e-06,-8.3181e-06,-8.23597e-06,0.968761,0.955879,1.0,0.938953,1.39783e-06,1.39117e-06,1.41163e-06,1.38287e-06,1.6637e-07,1.70415e-07,1.34592e-07,1.95147e-07,1.59404e-07,1.65276e-07,1.3247e-07,1.80582e-07
286,usf0189_RMLO_L3_MS_M.jpg,3.34119e-07,2.0415e-06,2.00568e-06,2.03689e-06,-1.8695e-05,-1.85678e-05,-1.86751e-05,-1.85752e-05,0.999555,0.971982,1.0,0.975191,3.34982e-06,3.31185e-06,3.34336e-06,3.31506e-06,3.38923e-07,2.15172e-05,2.15669e-05,2.15408e-05,3.3205e-07,3.67039e-07,3.25157e-07,3.60584e-07
3275,5181830.jpg,0.000164967,0.000286557,0.000169456,0.000306764,-0.000513197,-0.000505622,-0.00051833,-0.000497412,0.921983,0.896172,1.0,0.766156,0.000113803,0.000111095,0.000116858,0.000105297,0.00117289,0.00247845,0.00137292,0.00250302,4.63834e-05,4.62822e-05,4.16601e-05,5.44087e-05
2745,usf4104_RMLO_L1_MS_M.jpg,5.08587e-07,1.81725e-06,1.64464e-06,1.82959e-06,-2.24527e-05,-2.23237e-05,-2.25716e-05,-2.23106e-05,0.96324,0.93667,1.0,0.933095,4.04929e-06,4.01233e-06,4.10765e-06,4.00627e-06,5.23622e-07,1.42365e-05,1.40839e-05,1.42494e-05,4.95579e-07,5.26665e-07,3.61552e-07,5.38757e-07
2086,usf3010_RMLO_L2_MS_M.jpg,6.10171e-07,6.39404e-07,5.78468e-07,6.5959e-07,-1.86218e-05,-1.85315e-05,-1.86465e-05,-1.85153e-05,0.984298,0.961815,1.0,0.950548,3.24539e-06,3.22014e-06,3.26091e-06,3.21004e-06,6.23225e-07,6.52091e-07,5.87306e-07,6.71851e-07,6.07479e-07,6.36659e-07,5.76462e-07,6.56853e-07
1286,usf1512_LMLO_L1_MS_B.jpg,2.89768e-07,3.18546e-07,2.64781e-07,3.30528e-07,-1.16398e-05,-1.15792e-05,-1.16707e-05,-1.15677e-05,0.971664,0.943638,1.0,0.933702,1.97126e-06,1.95141e-06,1.98368e-06,1.94545e-06,2.91481e-07,3.20583e-07,2.66141e-07,3.32771e-07,2.88867e-07,3.17485e-07,2.64048e-07,3.29388e-07
2470,usf3485_RMLO_L1_CL_B.jpg,5.28642e-07,5.61313e-07,5.15141e-07,6.00212e-07,-2.04576e-05,-2.03577e-05,-2.04716e-05,-2.03185e-05,0.991661,0.968719,1.0,0.956099,3.6407e-06,3.61369e-06,3.64754e-06,3.59433e-06,5.35837e-07,5.72505e-07,5.21941e-07,6.11528e-07,5.25209e-07,5.55198e-07,5.11376e-07,5.93802e-07
2376,usf3400_LMLO_L1_CL_B.jpg,4.88784e-07,5.40126e-07,4.47542e-07,5.11868e-07,-1.966e-05,-1.95408e-05,-1.97031e-05,-1.95685e-05,0.975893,0.941879,1.0,0.957623,3.45898e-06,3.42221e-06,3.47961e-06,3.43634e-06,4.88801e-07,5.40162e-07,4.47569e-07,5.11889e-07,4.88767e-07,5.40093e-07,4.47517e-07,5.11848e-07
1762,usf1793_LMLO_L1_MS_B.jpg,1.12184e-06,1.20329e-06,7.4879e-07,1.1724e-06,-2.37418e-05,-2.36106e-05,-2.39564e-05,-2.36385e-05,0.912463,0.88555,1.0,0.891473,4.11991e-06,4.0745e-06,4.25844e-06,4.08924e-06,1.31457e-06,1.41866e-06,7.96901e-07,1.38574e-06,9.42018e-07,1.00287e-06,7.03775e-07,9.73987e-07
798,usf1128_RMLO_L1_MS_M.jpg,4.69397e-08,5.13219e-08,3.94736e-08,4.92823e-08,-3.81857e-06,-3.80326e-06,-3.82713e-06,-3.80534e-06,0.983462,0.970507,1.0,0.97468,6.10285e-07,6.06464e-07,6.14004e-07,6.07482e-07,4.74844e-08,5.19727e-08,3.99559e-08,4.99211e-08,4.66053e-08,5.09281e-08,3.91767e-08,4.88931e-08
806,usf1133_RMLO_L1_CL_M.jpg,3.31147e-07,3.6804e-07,2.97418e-07,3.55295e-07,-1.58581e-05,-1.57711e-05,-1.58971e-05,-1.57848e-05,0.983983,0.953764,1.0,0.961453,2.78038e-06,2.75427e-06,2.79722e-06,2.76063e-06,3.31262e-07,3.68225e-07,2.97459e-07,3.55445e-07,3.3104e-07,3.67868e-07,2.9738e-07,3.55154e-07
2456,usf3475_LMLO_L1_MS_M.jpg,4.15126e-07,4.91768e-07,4.04042e-07,4.38229e-07,-1.75275e-05,-1.73922e-05,-1.75392e-05,-1.74447e-05,0.995635,0.952641,1.0,0.975149,3.13041e-06,3.08274e-06,3.13596e-06,3.10921e-06,4.19628e-07,4.98797e-07,4.08817e-07,4.44098e-07,4.13131e-07,4.88002e-07,4.02061e-07,4.35258e-07
3070,4152400.jpg,4.88952e-05,9.68482e-05,5.70467e-05,9.23762e-05,-0.000286784,-0.000279065,-0.000287476,-0.000280359,0.951765,0.872487,1.0,0.869336,6.54026e-05,6.20935e-05,6.5836e-05,6.26569e-05,0.000305777,0.00073063,0.000435697,0.00071926,1.50339e-05,1.764e-05,1.38244e-05,1.74785e-05
257,usf0171_RMLO_L1_CL_M.jpg,4.14894e-07,4.4454e-07,3.95106e-07,4.5712e-07,-1.62542e-05,-1.61734e-05,-1.62739e-05,-1.61604e-05,0.987431,0.963688,1.0,0.958124,2.83696e-06,2.81473e-06,2.84736e-06,2.80847e-06,4.19076e-07,4.57031e-07,4.01819e-07,4.69786e-07,4.11661e-07,4.37173e-07,3.90693e-07,4.49648e-07
1842,usf1838_LMLO_L1_MS_B.jpg,1.88149e-07,1.99411e-07,1.68633e-07,2.1738e-07,-1.05749e-05,-1.05306e-05,-1.05983e-05,-1.05105e-05,0.980009,0.962929,1.0,0.943853,1.79511e-06,1.78461e-06,1.80489e-06,1.77557e-06,1.88619e-07,2.0013e-07,1.69184e-07,2.17825e-07,1.87861e-07,1.9898e-07,1.68296e-07,2.17085e-07
491,usf0317_RCC_L1_MS_B.jpg,2.65774e-07,3.0413e-07,2.76138e-07,2.96885e-07,-1.18498e-05,-1.17742e-05,-1.18406e-05,-1.17806e-05,1.0,0.965255,0.998089,0.973807,2.03425e-06,2.00861e-06,2.02908e-06,2.01221e-06,2.65831e-07,3.04296e-07,2.76246e-07,2.96996e-07,2.6572e-07,3.03976e-07,2.76037e-07,2.96781e-07
44,usf0026_LCC_L1_CL_M.jpg,4.04437e-07,4.77273e-07,3.99951e-07,4.31074e-07,-1.97252e-05,-1.95885e-05,-1.97327e-05,-1.96372e-05,0.995055,0.966362,1.0,0.977221,3.58683e-06,3.54328e-06,3.58966e-06,3.56624e-06,4.37551e-07,5.45163e-07,4.36796e-07,4.96815e-07,3.92796e-07,4.56435e-07,3.86958e-07,4.10525e-07
2322,usf3364_LCC_L3_CL_B.jpg,4.34072e-07,4.918e-07,4.06105e-07,4.72659e-07,-1.61544e-05,-1.60487e-05,-1.61828e-05,-1.60677e-05,0.980941,0.942149,1.0,0.954479,2.79611e-06,2.76131e-06,2.80966e-06,2.77132e-06,4.77887e-07,5.59042e-07,4.44838e-07,5.4283e-07,4.1955e-07,4.70386e-07,3.92468e-07,4.501e-07
201,usf0142_LCC_L1_MS_M.jpg,4.14619e-07,4.83973e-07,4.01278e-07,4.40299e-07,-2.07645e-05,-2.06202e-05,-2.07814e-05,-2.06659e-05,0.993186,0.962376,1.0,0.972443,3.79291e-06,3.74628e-06,3.79958e-06,3.76813e-06,4.16129e-07,4.85719e-07,4.02816e-07,4.42109e-07,4.13942e-07,4.83218e-07,4.00612e-07,4.39515e-07
2691,usf4076_LCC_L1_MS_B.jpg,1.43493e-07,1.59161e-07,1.21277e-07,1.49607e-07,-7.53535e-06,-7.49713e-06,-7.56007e-06,-7.50693e-06,0.976995,0.953951,1.0,0.961028,1.26314e-06,1.25187e-06,1.27399e-06,1.2566e-06,1.44883e-07,1.60729e-07,1.21999e-07,1.51043e-07,1.42341e-07,1.579e-07,1.20877e-07,1.48461e-07
2160,usf3038_LCC_L1_MS_M.jpg,2.97107e-07,3.26425e-07,2.9781e-07,3.49707e-07,-1.52475e-05,-1.51709e-05,-1.52447e-05,-1.51473e-05,1.0,0.985023,0.998935,0.979211,2.73887e-06,2.71874e-06,2.73838e-06,2.70748e-06,3.33539e-07,3.93644e-07,3.33761e-07,4.19564e-07,2.86023e-07,3.08563e-07,2.86981e-07,3.30959e-07
114,usf0077_RMLO_L1_MS_M.jpg,6.93319e-07,4.10794e-06,4.02586e-06,4.14856e-06,-2.92299e-05,-2.90126e-05,-2.91864e-05,-2.89693e-05,1.0,0.964068,0.993991,0.949531,5.3818e-06,5.30679e-06,5.35897e-06,5.28414e-06,8.42763e-07,4.71224e-05,4.70608e-05,4.71322e-05,6.56304e-07,7.3892e-07,6.6981e-07,7.84192e-07
3315,5190955.jpg,2.40069e-05,4.04231e-05,2.37494e-05,4.15059e-05,-0.000170895,-0.00016824,-0.000172769,-0.000167547,0.904442,0.866844,1.0,0.822659,3.60431e-05,3.50432e-05,3.71306e-05,3.45243e-05,0.000108932,0.000224192,0.000124419,0.000225059,9.59611e-06,1.0026e-05,7.44817e-06,1.10411e-05
2286,usf3121_RMLO_L1_CL_B.jpg,2.69082e-07,2.83888e-07,2.61612e-07,3.09402e-07,-1.07999e-05,-1.07502e-05,-1.08074e-05,-1.07263e-05,0.992044,0.973756,1.0,0.958712,1.86411e-06,1.85095e-06,1.8677e-06,1.83818e-06,2.86973e-07,3.05519e-07,2.77563e-07,3.28842e-07,2.65573e-07,2.79896e-07,2.58405e-07,3.05385e-07
3109,4161253.jpg,0.000122774,0.000220994,0.000135283,0.000231948,-0.000467634,-0.000457023,-0.000470114,-0.0004534,0.939962,0.85104,1.0,0.805269,0.000103484,9.89497e-05,0.000105232,9.66597e-05,0.000755353,0.00165472,0.00095148,0.00167683,3.97785e-05,4.2592e-05,3.65077e-05,4.49648e-05
2065,usf2001_RCC_L1_MS_B.jpg,2.70648e-07,3.05097e-07,2.40665e-07,2.93702e-07,-1.26559e-05,-1.25827e-05,-1.26898e-05,-1.25936e-05,0.973895,0.940457,1.0,0.948741,2.15588e-06,2.1327e-06,2.17086e-06,2.13838e-06,2.7098e-07,3.05502e-07,2.40974e-07,2.94057e-07,2.70396e-07,3.04792e-07,2.40437e-07,2.9344e-07
3249,5172104.jpg,8.93646e-05,0.000126622,6.44259e-05,0.000106879,-0.000369691,-0.000360208,-0.000377248,-0.00036553,0.818916,0.727828,1.0,0.820751,7.44372e-05,7.04478e-05,8.00576e-05,7.38863e-05,0.000274523,0.000452338,0.000199543,0.00041052,4.12507e-05,4.28709e-05,3.35077e-05,4.01365e-05
1964,usf1906_LMLO_L1_CL_M.jpg,1.53918e-07,1.72177e-07,1.36201e-07,1.72757e-07,-9.12902e-06,-9.08356e-06,-9.15228e-06,-9.0826e-06,0.979512,0.959172,1.0,0.953453,1.55361e-06,1.54026e-06,1.56246e-06,1.53996e-06,1.5412e-07,1.72476e-07,1.36366e-07,1.73031e-07,1.53747e-07,1.7192e-07,1.36048e-07,1.72518e-07
563,usf0364_RMLO_L1_MS_B.jpg,2.54315e-08,4.6444e-07,4.63083e-07,4.64593e-07,-6.50867e-06,-6.4756e-06,-6.50012e-06,-6.47608e-06,1.0,0.987243,0.996628,0.987572,1.09139e-06,1.08402e-06,1.08902e-06,1.08423e-06,2.54368e-08,5.07349e-06,5.09684e-06,5.08361e-06,2.54265e-08,2.74997e-08,2.40849e-08,2.70695e-08
1958,usf1902_LMLO_L1_MS_M.jpg,9.10964e-08,9.67382e-08,8.3782e-08,1.03769e-07,-5.14226e-06,-5.12211e-06,-5.15096e-06,-5.1152e-06,0.984403,0.969436,1.0,0.957024,8.2532e-07,8.20232e-07,8.28976e-07,8.16716e-07,9.11385e-08,9.67978e-08,8.38209e-08,1.03829e-07,9.10601e-08,9.66856e-08,8.37487e-08,1.03719e-07
2968,mdb199_77.png,0.000168256,0.000193404,0.000182637,0.000240972,-0.00210198,-0.00197298,-0.0020905,-0.00194678,1.0,0.865275,0.983594,0.791489,0.000614561,0.000571037,0.000607223,0.000553519,0.000173566,0.000204319,0.000187504,0.00027143,0.000163278,0.000183172,0.000178074,0.000213301
2017,usf1937_LMLO_L1_CL_B.jpg,1.1039e-06,1.19372e-06,8.34217e-07,1.26184e-06,-2.5493e-05,-2.5348e-05,-2.55966e-05,-2.52898e-05,0.96979,0.935093,1.0,0.917644,4.47941e-06,4.42906e-06,4.57352e-06,4.39878e-06,1.27738e-06,1.39323e-06,8.8464e-07,1.47361e-06,9.45401e-07,1.01463e-06,7.90155e-07,1.07228e-06
1238,usf1484_LCC_L1_CL_B.jpg,4.46197e-07,4.7436e-07,3.66963e-07,5.06755e-07,-1.59475e-05,-1.58726e-05,-1.60107e-05,-1.58421e-05,0.972749,0.947983,1.0,0.932997,2.78806e-06,2.76682e-06,2.82157e-06,2.75117e-06,4.71088e-07,5.01805e-07,3.7354e-07,5.35714e-07,4.23407e-07,4.49775e-07,3.61337e-07,4.80578e-07
1618,usf1719_LMLO_L1_MS_B.jpg,2.21167e-07,2.29451e-07,1.94411e-07,2.47493e-07,-9.57937e-06,-9.54248e-06,-9.60957e-06,-9.52467e-06,0.968814,0.953792,1.0,0.935416,1.59524e-06,1.58661e-06,1.60854e-06,1.57765e-06,2.22552e-07,2.30629e-07,1.95433e-07,2.48968e-07,2.20382e-07,2.28757e-07,1.93803e-07,2.46647e-07
140,usf0096_RMLO_L1_CL_M.jpg,3.00711e-07,3.23779e-07,2.88346e-07,3.34818e-07,-1.20657e-05,-1.20076e-05,-1.20804e-05,-1.19971e-05,0.987234,0.966113,1.0,0.957158,2.05218e-06,2.03634e-06,2.05857e-06,2.03076e-06,3.21842e-07,3.66024e-07,3.11451e-07,3.76781e-07,2.94099e-07,3.12287e-07,2.81305e-07,3.2347e-07
149,usf0101_RMLO_L1_MS_M.jpg,2.39163e-07,1.62261e-06,1.60931e-06,1.63936e-06,-1.34962e-05,-1.34043e-05,-1.34703e-05,-1.33863e-05,1.0,0.974173,0.995002,0.96078,2.34486e-06,2.31671e-06,2.33321e-06,2.30825e-06,2.39202e-07,1.8507e-05,1.85553e-05,1.85207e-05,2.39126e-07,2.61963e-07,2.43663e-07,2.78871e-07
1083,usf1399_RMLO_L1_MS_M.jpg,1.58754e-07,1.76908e-07,1.43298e-07,1.70266e-07,-6.79143e-06,-6.75484e-06,-6.8075e-06,-6.76054e-06,0.974683,0.942302,1.0,0.951979,1.09612e-06,1.08404e-06,1.10379e-06,1.08736e-06,1.60387e-07,1.78858e-07,1.44669e-07,1.72193e-07,1.57768e-07,1.75777e-07,1.42483e-07,1.69142e-07
2,usf0002_LMLO_L1_CL_M.jpg,3.34497e-07,3.90843e-07,3.2612e-07,3.56042e-07,-1.37659e-05,-1.36667e-05,-1.37769e-05,-1.36993e-05,0.993168,0.942758,1.0,0.971879,2.36432e-06,2.32859e-06,2.36852e-06,2.34598e-06,3.34791e-07,3.91294e-07,3.26463e-07,3.56451e-07,3.34299e-07,3.9056e-07,3.25899e-07,3.5578e-07
894,usf1189_LCC_L1_MS_M.jpg,1.2828e-07,1.42957e-07,1.05712e-07,1.4386e-07,-5.85228e-06,-5.82465e-06,-5.87539e-06,-5.8249e-06,0.965424,0.948049,1.0,0.945234,9.56183e-07,9.48303e-07,9.67071e-07,9.48155e-07,1.36088e-07,1.59993e-07,1.1145e-07,1.62436e-07,1.228e-07,1.32127e-07,1.0116e-07,1.32305e-07
884,usf1182_RCC_L1_MS_M.jpg,1.27122e-07,1.43689e-07,1.13926e-07,1.385e-07,-6.74302e-06,-6.70732e-06,-6.75785e-06,-6.71153e-06,0.978623,0.951155,1.0,0.955731,1.10401e-06,1.09341e-06,1.11058e-06,1.09541e-06,1.28055e-07,1.47237e-07,1.14795e-07,1.3998e-07,1.26298e-07,1.40916e-07,1.13167e-07,1.37301e-07
3116,4162057.jpg,3.53371e-05,5.8064e-05,3.33722e-05,5.85795e-05,-0.000237296,-0.000231804,-0.000238063,-0.000231585,0.97272,0.87509,1.0,0.873104,5.23708e-05,5.00432e-05,5.2773e-05,4.99394e-05,0.000183624,0.000337897,0.0001686,0.000337554,1.33254e-05,1.54021e-05,1.26476e-05,1.54385e-05
1891,usf1866_LMLO_L1_CL_B.jpg,1.03822e-07,1.01972e-06,1.00813e-06,1.03622e-06,-8.66219e-06,-8.60929e-06,-8.65038e-06,-8.59223e-06,0.989797,0.975403,1.0,0.953878,1.46746e-06,1.45175e-06,1.46276e-06,1.44339e-06,1.042e-07,1.35222e-05,1.355e-05,1.35382e-05,1.03475e-07,1.16919e-07,1.02927e-07,1.33714e-07
1608,usf1714_RCC_L1_MS_B.jpg,6.34719e-07,6.90892e-07,4.65509e-07,6.90082e-07,-1.60459e-05,-1.5951e-05,-1.61286e-05,-1.59519e-05,0.941674,0.916352,1.0,0.917029,2.76946e-06,2.73725e-06,2.83139e-06,2.73771e-06,7.27856e-07,7.95802e-07,4.90337e-07,7.95276e-07,5.47889e-07,5.93294e-07,4.42393e-07,5.92357e-07
